,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
509392,Marion County,OR,Pima County,AZ,53,2361,2361000,1718,2017,2018,outflow,Marion County-Pima County-AZ-1718,"Pima County, AZ"
509393,Marion County,OR,Tillamook County,OR,65,1436,1436000,1718,2017,2018,outflow,Marion County-Tillamook County-OR-1718,"Tillamook County, OR"
509394,Marion County,OR,Orange County,CA,43,1344,1344000,1718,2017,2018,outflow,Marion County-Orange County-CA-1718,"Orange County, CA"
509395,Marion County,OR,Canyon County,ID,54,1512,1512000,1718,2017,2018,outflow,Marion County-Canyon County-ID-1718,"Canyon County, ID"
509396,Marion County,OR,Josephine County,OR,52,1140,1140000,1718,2017,2018,outflow,Marion County-Josephine County-OR-1718,"Josephine County, OR"
509397,Marion County,OR,Cowlitz County,WA,54,1228,1228000,1718,2017,2018,outflow,Marion County-Cowlitz County-WA-1718,"Cowlitz County, WA"
509398,Marion County,OR,Washoe County,NV,37,1251,1251000,1718,2017,2018,outflow,Marion County-Washoe County-NV-1718,"Washoe County, NV"
509399,Marion County,OR,Kitsap County,WA,35,1124,1124000,1718,2017,2018,outflow,Marion County-Kitsap County-WA-1718,"Kitsap County, WA"
509400,Marion County,OR,San Bernardino County,CA,40,648,648000,1718,2017,2018,outflow,Marion County-San Bernardino County-CA-1718,"San Bernardino County, CA"
509401,Marion County,OR,Honolulu County,HI,46,830,830000,1718,2017,2018,outflow,Marion County-Honolulu County-HI-1718,"Honolulu County, HI"
509402,Marion County,OR,Coos County,OR,33,715,715000,1718,2017,2018,outflow,Marion County-Coos County-OR-1718,"Coos County, OR"
509410,Morrow County,OR,Morrow County Total Migration-US and Foreign,OR,599,12662,12662000,1718,2017,2018,outflow,Morrow County total migration-1718,"Morrow County Total Migration-US and Foreign, OR"
509415,Morrow County,OR,Umatilla County,OR,308,5281,5281000,1718,2017,2018,outflow,Morrow County-Umatilla County-OR-1718,"Umatilla County, OR"
509422,Multnomah County,OR,Multnomah County Total Migration-US and Foreign,OR,47137,1986099,1986099000,1718,2017,2018,outflow,Multnomah County total migration-1718,"Multnomah County Total Migration-US and Foreign, OR"
509428,Multnomah County,OR,Clackamas County,OR,9734,351923,351923000,1718,2017,2018,outflow,Multnomah County-Clackamas County-OR-1718,"Clackamas County, OR"
509429,Multnomah County,OR,Washington County,OR,7216,374794,374794000,1718,2017,2018,outflow,Multnomah County-Washington County-OR-1718,"Washington County, OR"
509430,Multnomah County,OR,Clark County,WA,5041,177868,177868000,1718,2017,2018,outflow,Multnomah County-Clark County-WA-1718,"Clark County, WA"
509431,Multnomah County,OR,King County,WA,1139,65892,65892000,1718,2017,2018,outflow,Multnomah County-King County-WA-1718,"King County, WA"
509432,Multnomah County,OR,Los Angeles County,CA,783,36094,36094000,1718,2017,2018,outflow,Multnomah County-Los Angeles County-CA-1718,"Los Angeles County, CA"
509433,Multnomah County,OR,Marion County,OR,974,28470,28470000,1718,2017,2018,outflow,Multnomah County-Marion County-OR-1718,"Marion County, OR"
509434,Multnomah County,OR,Lane County,OR,684,21619,21619000,1718,2017,2018,outflow,Multnomah County-Lane County-OR-1718,"Lane County, OR"
509435,Multnomah County,OR,Deschutes County,OR,732,39799,39799000,1718,2017,2018,outflow,Multnomah County-Deschutes County-OR-1718,"Deschutes County, OR"
509436,Multnomah County,OR,Columbia County,OR,638,21080,21080000,1718,2017,2018,outflow,Multnomah County-Columbia County-OR-1718,"Columbia County, OR"
509437,Multnomah County,OR,Maricopa County,AZ,543,28015,28015000,1718,2017,2018,outflow,Multnomah County-Maricopa County-AZ-1718,"Maricopa County, AZ"
509438,Multnomah County,OR,San Diego County,CA,388,17716,17716000,1718,2017,2018,outflow,Multnomah County-San Diego County-CA-1718,"San Diego County, CA"
509439,Multnomah County,OR,San Francisco County,CA,274,22453,22453000,1718,2017,2018,outflow,Multnomah County-San Francisco County-CA-1718,"San Francisco County, CA"
509440,Multnomah County,OR,Yamhill County,OR,344,15157,15157000,1718,2017,2018,outflow,Multnomah County-Yamhill County-OR-1718,"Yamhill County, OR"
509441,Multnomah County,OR,Clark County,NV,369,13737,13737000,1718,2017,2018,outflow,Multnomah County-Clark County-NV-1718,"Clark County, NV"
509442,Multnomah County,OR,Alameda County,CA,269,15484,15484000,1718,2017,2018,outflow,Multnomah County-Alameda County-CA-1718,"Alameda County, CA"
509443,Multnomah County,OR,Cook County,IL,252,12770,12770000,1718,2017,2018,outflow,Multnomah County-Cook County-IL-1718,"Cook County, IL"
509444,Multnomah County,OR,Cowlitz County,WA,349,9883,9883000,1718,2017,2018,outflow,Multnomah County-Cowlitz County-WA-1718,"Cowlitz County, WA"
509445,Multnomah County,OR,Jackson County,OR,258,9694,9694000,1718,2017,2018,outflow,Multnomah County-Jackson County-OR-1718,"Jackson County, OR"
509446,Multnomah County,OR,Benton County,OR,256,7928,7928000,1718,2017,2018,outflow,Multnomah County-Benton County-OR-1718,"Benton County, OR"
509447,Multnomah County,OR,Pierce County,WA,295,12314,12314000,1718,2017,2018,outflow,Multnomah County-Pierce County-WA-1718,"Pierce County, WA"
509448,Multnomah County,OR,Kings County,NY,214,14328,14328000,1718,2017,2018,outflow,Multnomah County-Kings County-NY-1718,"Kings County, NY"
509449,Multnomah County,OR,Clatsop County,OR,270,9223,9223000,1718,2017,2018,outflow,Multnomah County-Clatsop County-OR-1718,"Clatsop County, OR"
509450,Multnomah County,OR,Spokane County,WA,275,9452,9452000,1718,2017,2018,outflow,Multnomah County-Spokane County-WA-1718,"Spokane County, WA"
509451,Multnomah County,OR,Denver County,CO,222,11158,11158000,1718,2017,2018,outflow,Multnomah County-Denver County-CO-1718,"Denver County, CO"
509452,Multnomah County,OR,Santa Clara County,CA,245,15599,15599000,1718,2017,2018,outflow,Multnomah County-Santa Clara County-CA-1718,"Santa Clara County, CA"
509453,Multnomah County,OR,Ada County,ID,273,11054,11054000,1718,2017,2018,outflow,Multnomah County-Ada County-ID-1718,"Ada County, ID"
509454,Multnomah County,OR,Orange County,CA,220,10426,10426000,1718,2017,2018,outflow,Multnomah County-Orange County-CA-1718,"Orange County, CA"
509455,Multnomah County,OR,New York County,NY,170,13753,13753000,1718,2017,2018,outflow,Multnomah County-New York County-NY-1718,"New York County, NY"
509456,Multnomah County,OR,Hood River County,OR,222,9140,9140000,1718,2017,2018,outflow,Multnomah County-Hood River County-OR-1718,"Hood River County, OR"
509457,Multnomah County,OR,Linn County,OR,208,5919,5919000,1718,2017,2018,outflow,Multnomah County-Linn County-OR-1718,"Linn County, OR"
509458,Multnomah County,OR,Travis County,TX,185,7990,7990000,1718,2017,2018,outflow,Multnomah County-Travis County-TX-1718,"Travis County, TX"
509459,Multnomah County,OR,Lincoln County,OR,192,6710,6710000,1718,2017,2018,outflow,Multnomah County-Lincoln County-OR-1718,"Lincoln County, OR"
509460,Multnomah County,OR,Riverside County,CA,194,9856,9856000,1718,2017,2018,outflow,Multnomah County-Riverside County-CA-1718,"Riverside County, CA"
509461,Multnomah County,OR,Tillamook County,OR,189,6535,6535000,1718,2017,2018,outflow,Multnomah County-Tillamook County-OR-1718,"Tillamook County, OR"
509462,Multnomah County,OR,Pima County,AZ,169,6317,6317000,1718,2017,2018,outflow,Multnomah County-Pima County-AZ-1718,"Pima County, AZ"
509463,Multnomah County,OR,Salt Lake County,UT,158,8006,8006000,1718,2017,2018,outflow,Multnomah County-Salt Lake County-UT-1718,"Salt Lake County, UT"
509464,Multnomah County,OR,Polk County,OR,174,4327,4327000,1718,2017,2018,outflow,Multnomah County-Polk County-OR-1718,"Polk County, OR"
509465,Multnomah County,OR,Thurston County,WA,150,5046,5046000,1718,2017,2018,outflow,Multnomah County-Thurston County-WA-1718,"Thurston County, WA"
509466,Multnomah County,OR,Sacramento County,CA,170,4064,4064000,1718,2017,2018,outflow,Multnomah County-Sacramento County-CA-1718,"Sacramento County, CA"
509467,Multnomah County,OR,Hennepin County,MN,158,5706,5706000,1718,2017,2018,outflow,Multnomah County-Hennepin County-MN-1718,"Hennepin County, MN"
509468,Multnomah County,OR,Harris County,TX,138,5140,5140000,1718,2017,2018,outflow,Multnomah County-Harris County-TX-1718,"Harris County, TX"
509469,Multnomah County,OR,Honolulu County,HI,128,3508,3508000,1718,2017,2018,outflow,Multnomah County-Honolulu County-HI-1718,"Honolulu County, HI"
509470,Multnomah County,OR,Snohomish County,WA,133,4475,4475000,1718,2017,2018,outflow,Multnomah County-Snohomish County-WA-1718,"Snohomish County, WA"
509471,Multnomah County,OR,Wasco County,OR,127,4038,4038000,1718,2017,2018,outflow,Multnomah County-Wasco County-OR-1718,"Wasco County, OR"
509472,Multnomah County,OR,Middlesex County,MA,109,5389,5389000,1718,2017,2018,outflow,Multnomah County-Middlesex County-MA-1718,"Middlesex County, MA"
509473,Multnomah County,OR,Bernalillo County,NM,114,4373,4373000,1718,2017,2018,outflow,Multnomah County-Bernalillo County-NM-1718,"Bernalillo County, NM"
509474,Multnomah County,OR,Whatcom County,WA,103,4383,4383000,1718,2017,2018,outflow,Multnomah County-Whatcom County-WA-1718,"Whatcom County, WA"
509475,Multnomah County,OR,Douglas County,OR,109,3220,3220000,1718,2017,2018,outflow,Multnomah County-Douglas County-OR-1718,"Douglas County, OR"
509476,Multnomah County,OR,San Bernardino County,CA,102,3186,3186000,1718,2017,2018,outflow,Multnomah County-San Bernardino County-CA-1718,"San Bernardino County, CA"
509477,Multnomah County,OR,District of Columbia,DC,82,4448,4448000,1718,2017,2018,outflow,Multnomah County-District of Columbia-DC-1718,"District of Columbia, DC"
509478,Multnomah County,OR,Contra Costa County,CA,98,5703,5703000,1718,2017,2018,outflow,Multnomah County-Contra Costa County-CA-1718,"Contra Costa County, CA"
509479,Multnomah County,OR,Klickitat County,WA,109,6596,6596000,1718,2017,2018,outflow,Multnomah County-Klickitat County-WA-1718,"Klickitat County, WA"
509480,Multnomah County,OR,Ventura County,CA,84,4243,4243000,1718,2017,2018,outflow,Multnomah County-Ventura County-CA-1718,"Ventura County, CA"
509481,Multnomah County,OR,Philadelphia County,PA,72,3211,3211000,1718,2017,2018,outflow,Multnomah County-Philadelphia County-PA-1718,"Philadelphia County, PA"
509482,Multnomah County,OR,Queens County,NY,86,3413,3413000,1718,2017,2018,outflow,Multnomah County-Queens County-NY-1718,"Queens County, NY"
509483,Multnomah County,OR,Anchorage Municipality,AK,82,2437,2437000,1718,2017,2018,outflow,Multnomah County-Anchorage Municipality-AK-1718,"Anchorage Municipality, AK"
509484,Multnomah County,OR,San Mateo County,CA,87,8708,8708000,1718,2017,2018,outflow,Multnomah County-San Mateo County-CA-1718,"San Mateo County, CA"
509485,Multnomah County,OR,Dallas County,TX,101,3112,3112000,1718,2017,2018,outflow,Multnomah County-Dallas County-TX-1718,"Dallas County, TX"
509486,Multnomah County,OR,Boulder County,CO,69,3106,3106000,1718,2017,2018,outflow,Multnomah County-Boulder County-CO-1718,"Boulder County, CO"
509487,Multnomah County,OR,Hawaii County,HI,86,3092,3092000,1718,2017,2018,outflow,Multnomah County-Hawaii County-HI-1718,"Hawaii County, HI"
509488,Multnomah County,OR,Washoe County,NV,73,2909,2909000,1718,2017,2018,outflow,Multnomah County-Washoe County-NV-1718,"Washoe County, NV"
509489,Multnomah County,OR,Coos County,OR,83,2570,2570000,1718,2017,2018,outflow,Multnomah County-Coos County-OR-1718,"Coos County, OR"
509490,Multnomah County,OR,Suffolk County,MA,65,3147,3147000,1718,2017,2018,outflow,Multnomah County-Suffolk County-MA-1718,"Suffolk County, MA"
509491,Multnomah County,OR,Umatilla County,OR,86,1783,1783000,1718,2017,2018,outflow,Multnomah County-Umatilla County-OR-1718,"Umatilla County, OR"
509492,Multnomah County,OR,Pinellas County,FL,77,2405,2405000,1718,2017,2018,outflow,Multnomah County-Pinellas County-FL-1718,"Pinellas County, FL"
509493,Multnomah County,OR,Franklin County,OH,93,3285,3285000,1718,2017,2018,outflow,Multnomah County-Franklin County-OH-1718,"Franklin County, OH"
509494,Multnomah County,OR,Sonoma County,CA,71,3496,3496000,1718,2017,2018,outflow,Multnomah County-Sonoma County-CA-1718,"Sonoma County, CA"
509495,Multnomah County,OR,Arapahoe County,CO,71,2342,2342000,1718,2017,2018,outflow,Multnomah County-Arapahoe County-CO-1718,"Arapahoe County, CO"
509496,Multnomah County,OR,Benton County,WA,79,2104,2104000,1718,2017,2018,outflow,Multnomah County-Benton County-WA-1718,"Benton County, WA"
509497,Multnomah County,OR,Kitsap County,WA,90,4641,4641000,1718,2017,2018,outflow,Multnomah County-Kitsap County-WA-1718,"Kitsap County, WA"
509498,Multnomah County,OR,Canyon County,ID,97,2620,2620000,1718,2017,2018,outflow,Multnomah County-Canyon County-ID-1718,"Canyon County, ID"
509499,Multnomah County,OR,El Paso County,CO,55,1892,1892000,1718,2017,2018,outflow,Multnomah County-El Paso County-CO-1718,"El Paso County, CO"
509500,Multnomah County,OR,Santa Fe County,NM,60,3089,3089000,1718,2017,2018,outflow,Multnomah County-Santa Fe County-NM-1718,"Santa Fe County, NM"
509501,Multnomah County,OR,Bexar County,TX,78,3186,3186000,1718,2017,2018,outflow,Multnomah County-Bexar County-TX-1718,"Bexar County, TX"
509502,Multnomah County,OR,Davidson County,TN,61,2133,2133000,1718,2017,2018,outflow,Multnomah County-Davidson County-TN-1718,"Davidson County, TN"
509503,Multnomah County,OR,Miami-Dade County,FL,57,2383,2383000,1718,2017,2018,outflow,Multnomah County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
509504,Multnomah County,OR,Josephine County,OR,57,1310,1310000,1718,2017,2018,outflow,Multnomah County-Josephine County-OR-1718,"Josephine County, OR"
509505,Multnomah County,OR,Allegheny County,PA,57,2281,2281000,1718,2017,2018,outflow,Multnomah County-Allegheny County-PA-1718,"Allegheny County, PA"
509506,Multnomah County,OR,Tarrant County,TX,73,2372,2372000,1718,2017,2018,outflow,Multnomah County-Tarrant County-TX-1718,"Tarrant County, TX"
509507,Multnomah County,OR,Maui County,HI,70,2931,2931000,1718,2017,2018,outflow,Multnomah County-Maui County-HI-1718,"Maui County, HI"
509508,Multnomah County,OR,Skamania County,WA,61,3815,3815000,1718,2017,2018,outflow,Multnomah County-Skamania County-WA-1718,"Skamania County, WA"
509509,Multnomah County,OR,Santa Cruz County,CA,51,2448,2448000,1718,2017,2018,outflow,Multnomah County-Santa Cruz County-CA-1718,"Santa Cruz County, CA"
509510,Multnomah County,OR,Clallam County,WA,59,2378,2378000,1718,2017,2018,outflow,Multnomah County-Clallam County-WA-1718,"Clallam County, WA"
509511,Multnomah County,OR,Hillsborough County,FL,66,1746,1746000,1718,2017,2018,outflow,Multnomah County-Hillsborough County-FL-1718,"Hillsborough County, FL"
509512,Multnomah County,OR,Dane County,WI,61,2451,2451000,1718,2017,2018,outflow,Multnomah County-Dane County-WI-1718,"Dane County, WI"
509513,Multnomah County,OR,Fulton County,GA,54,2415,2415000,1718,2017,2018,outflow,Multnomah County-Fulton County-GA-1718,"Fulton County, GA"
509514,Multnomah County,OR,Missoula County,MT,52,1749,1749000,1718,2017,2018,outflow,Multnomah County-Missoula County-MT-1718,"Missoula County, MT"
509515,Multnomah County,OR,Jefferson County,OR,76,2307,2307000,1718,2017,2018,outflow,Multnomah County-Jefferson County-OR-1718,"Jefferson County, OR"
509516,Multnomah County,OR,Klamath County,OR,73,1255,1255000,1718,2017,2018,outflow,Multnomah County-Klamath County-OR-1718,"Klamath County, OR"
509517,Multnomah County,OR,Santa Barbara County,CA,49,7157,7157000,1718,2017,2018,outflow,Multnomah County-Santa Barbara County-CA-1718,"Santa Barbara County, CA"
509518,Multnomah County,OR,Crook County,OR,51,2213,2213000,1718,2017,2018,outflow,Multnomah County-Crook County-OR-1718,"Crook County, OR"
509519,Multnomah County,OR,Orleans Parish,LA,38,1312,1312000,1718,2017,2018,outflow,Multnomah County-Orleans Parish-LA-1718,"Orleans Parish, LA"
509520,Multnomah County,OR,Gallatin County,MT,47,1369,1369000,1718,2017,2018,outflow,Multnomah County-Gallatin County-MT-1718,"Gallatin County, MT"
509521,Multnomah County,OR,San Luis Obispo County,CA,51,1650,1650000,1718,2017,2018,outflow,Multnomah County-San Luis Obispo County-CA-1718,"San Luis Obispo County, CA"
509522,Multnomah County,OR,Cuyahoga County,OH,55,2097,2097000,1718,2017,2018,outflow,Multnomah County-Cuyahoga County-OH-1718,"Cuyahoga County, OH"
509523,Multnomah County,OR,Pacific County,WA,61,1940,1940000,1718,2017,2018,outflow,Multnomah County-Pacific County-WA-1718,"Pacific County, WA"
509524,Multnomah County,OR,Jefferson County,CO,50,2246,2246000,1718,2017,2018,outflow,Multnomah County-Jefferson County-CO-1718,"Jefferson County, CO"
509525,Multnomah County,OR,Baltimore city,MD,43,2084,2084000,1718,2017,2018,outflow,Multnomah County-Baltimore city-MD-1718,"Baltimore city, MD"
509526,Multnomah County,OR,Mecklenburg County,NC,63,3595,3595000,1718,2017,2018,outflow,Multnomah County-Mecklenburg County-NC-1718,"Mecklenburg County, NC"
509527,Multnomah County,OR,Walla Walla County,WA,40,1784,1784000,1718,2017,2018,outflow,Multnomah County-Walla Walla County-WA-1718,"Walla Walla County, WA"
509528,Multnomah County,OR,Orange County,FL,45,1750,1750000,1718,2017,2018,outflow,Multnomah County-Orange County-FL-1718,"Orange County, FL"
509529,Multnomah County,OR,Washtenaw County,MI,44,2630,2630000,1718,2017,2018,outflow,Multnomah County-Washtenaw County-MI-1718,"Washtenaw County, MI"
509530,Multnomah County,OR,Yakima County,WA,52,1445,1445000,1718,2017,2018,outflow,Multnomah County-Yakima County-WA-1718,"Yakima County, WA"
509532,Multnomah County,OR,Kent County,MI,45,1945,1945000,1718,2017,2018,outflow,Multnomah County-Kent County-MI-1718,"Kent County, MI"
509533,Multnomah County,OR,Oakland County,MI,39,1309,1309000,1718,2017,2018,outflow,Multnomah County-Oakland County-MI-1718,"Oakland County, MI"
