,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
1407,Washington County-El Paso County-CO-1617,"El Paso County, CO",1617,2016,2017,82,2201000,92,2665000,-10,-464000,Washington County,Washington County-El Paso County-CO
1408,Washington County-Umatilla County-OR-1617,"Umatilla County, OR",1617,2016,2017,73,2325000,105,2799000,-32,-474000,Washington County,Washington County-Umatilla County-OR
1409,Washington County-Washoe County-NV-1617,"Washoe County, NV",1617,2016,2017,75,2937000,96,3575000,-21,-638000,Washington County,Washington County-Washoe County-NV
1410,Washington County-Josephine County-OR-1617,"Josephine County, OR",1617,2016,2017,72,1714000,90,2647000,-18,-933000,Washington County,Washington County-Josephine County-OR
1411,Washington County-Fulton County-GA-1617,"Fulton County, GA",1617,2016,2017,61,3170000,54,2109000,7,1061000,Washington County,Washington County-Fulton County-GA
1412,Washington County-Orange County-FL-1617,"Orange County, FL",1617,2016,2017,73,2887000,79,4018000,-6,-1131000,Washington County,Washington County-Orange County-FL
1413,Washington County-Fresno County-CA-1617,"Fresno County, CA",1617,2016,2017,101,2466000,56,1975000,45,491000,Washington County,Washington County-Fresno County-CA
1414,Washington County-Tarrant County-TX-1617,"Tarrant County, TX",1617,2016,2017,84,2480000,98,3498000,-14,-1018000,Washington County,Washington County-Tarrant County-TX
1415,Washington County-Kings County-NY-1617,"Kings County, NY",1617,2016,2017,71,4140000,40,1695000,31,2445000,Washington County,Washington County-Kings County-NY
1416,Washington County-Coos County-OR-1617,"Coos County, OR",1617,2016,2017,61,2219000,75,3142000,-14,-923000,Washington County,Washington County-Coos County-OR
1417,Washington County-Placer County-CA-1617,"Placer County, CA",1617,2016,2017,77,2656000,72,3575000,5,-919000,Washington County,Washington County-Placer County-CA
1418,Washington County-Arapahoe County-CO-1617,"Arapahoe County, CO",1617,2016,2017,59,2361000,82,2976000,-23,-615000,Washington County,Washington County-Arapahoe County-CO
1419,Washington County-Benton County-WA-1617,"Benton County, WA",1617,2016,2017,84,3001000,81,2611000,3,390000,Washington County,Washington County-Benton County-WA
1420,Washington County-Jefferson County-CO-1617,"Jefferson County, CO",1617,2016,2017,60,2808000,76,2775000,-16,33000,Washington County,Washington County-Jefferson County-CO
1421,Washington County-Larimer County-CO-1617,"Larimer County, CO",1617,2016,2017,63,2451000,57,1574000,6,877000,Washington County,Washington County-Larimer County-CO
1422,Washington County-Hawaii County-HI-1617,"Hawaii County, HI",1617,2016,2017,77,2763000,63,2749000,14,14000,Washington County,Washington County-Hawaii County-HI
1423,Washington County-Hood River County-OR-1617,"Hood River County, OR",1617,2016,2017,83,2143000,71,3739000,12,-1596000,Washington County,Washington County-Hood River County-OR
1424,Washington County-Allegheny County-PA-1617,"Allegheny County, PA",1617,2016,2017,56,2270000,43,1932000,13,338000,Washington County,Washington County-Allegheny County-PA
1425,Washington County-Monterey County-CA-1617,"Monterey County, CA",1617,2016,2017,70,1801000,46,1125000,24,676000,Washington County,Washington County-Monterey County-CA
1426,Washington County-New York County-NY-1617,"New York County, NY",1617,2016,2017,50,3864000,38,2355000,12,1509000,Washington County,Washington County-New York County-NY
1427,Washington County-Sandoval County-NM-1617,"Sandoval County, NM",1617,2016,2017,77,3649000,45,2312000,32,1337000,Washington County,Washington County-Sandoval County-NM
1428,Washington County-Davidson County-TN-1617,"Davidson County, TN",1617,2016,2017,43,1908000,39,1737000,4,171000,Washington County,Washington County-Davidson County-TN
1429,Washington County-DuPage County-IL-1617,"DuPage County, IL",1617,2016,2017,68,2498000,58,2640000,10,-142000,Washington County,Washington County-DuPage County-IL
1430,Washington County-Kern County-CA-1617,"Kern County, CA",1617,2016,2017,78,2219000,54,657000,24,1562000,Washington County,Washington County-Kern County-CA
1431,Washington County-Adams County-CO-1617,"Adams County, CO",1617,2016,2017,51,2858000,33,1470000,18,1388000,Washington County,Washington County-Adams County-CO
1432,Washington County-Wasco County-OR-1617,"Wasco County, OR",1617,2016,2017,59,1865000,77,2863000,-18,-998000,Washington County,Washington County-Wasco County-OR
1433,Washington County-Solano County-CA-1617,"Solano County, CA",1617,2016,2017,59,1752000,35,1437000,24,315000,Washington County,Washington County-Solano County-CA
1434,Washington County-District of Columbia-DC-1617,"District of Columbia, DC",1617,2016,2017,43,2430000,24,1386000,19,1044000,Washington County,Washington County-District of Columbia-DC
1435,Washington County-Canyon County-ID-1617,"Canyon County, ID",1617,2016,2017,59,973000,101,2117000,-42,-1144000,Washington County,Washington County-Canyon County-ID
1436,Washington County-Miami-Dade County-FL-1617,"Miami-Dade County, FL",1617,2016,2017,56,2012000,48,1620000,8,392000,Washington County,Washington County-Miami-Dade County-FL
1437,Washington County-Jackson County-MO-1617,"Jackson County, MO",1617,2016,2017,45,1916000,31,1023000,14,893000,Washington County,Washington County-Jackson County-MO
1438,Washington County-Mecklenburg County-NC-1617,"Mecklenburg County, NC",1617,2016,2017,46,2586000,64,2870000,-18,-284000,Washington County,Washington County-Mecklenburg County-NC
1439,Washington County-Williamson County-TX-1617,"Williamson County, TX",1617,2016,2017,73,2912000,138,7084000,-65,-4172000,Washington County,Washington County-Williamson County-TX
1440,Washington County-Whatcom County-WA-1617,"Whatcom County, WA",1617,2016,2017,42,1432000,59,2891000,-17,-1459000,Washington County,Washington County-Whatcom County-WA
1441,Washington County-Pinal County-AZ-1617,"Pinal County, AZ",1617,2016,2017,62,1552000,101,4572000,-39,-3020000,Washington County,Washington County-Pinal County-AZ
1442,Washington County-Oakland County-MI-1617,"Oakland County, MI",1617,2016,2017,59,2347000,50,1659000,9,688000,Washington County,Washington County-Oakland County-MI
1443,Washington County-Denton County-TX-1617,"Denton County, TX",1617,2016,2017,69,3001000,76,3221000,-7,-220000,Washington County,Washington County-Denton County-TX
1444,Washington County-Hillsborough County-FL-1617,"Hillsborough County, FL",1617,2016,2017,51,1704000,58,1599000,-7,105000,Washington County,Washington County-Hillsborough County-FL
1445,Washington County-Douglas County-CO-1617,"Douglas County, CO",1617,2016,2017,59,2639000,57,2004000,2,635000,Washington County,Washington County-Douglas County-CO
1446,Washington County-St. Louis County-MO-1617,"St. Louis County, MO",1617,2016,2017,55,2242000,63,2126000,-8,116000,Washington County,Washington County-St. Louis County-MO
1447,Washington County-Cuyahoga County-OH-1617,"Cuyahoga County, OH",1617,2016,2017,50,2217000,41,1746000,9,471000,Washington County,Washington County-Cuyahoga County-OH
1448,Washington County-Yavapai County-AZ-1617,"Yavapai County, AZ",1617,2016,2017,43,1087000,42,1390000,1,-303000,Washington County,Washington County-Yavapai County-AZ
1449,Washington County-Duval County-FL-1617,"Duval County, FL",1617,2016,2017,51,1586000,30,2088000,21,-502000,Washington County,Washington County-Duval County-FL
1450,Washington County-Shasta County-CA-1617,"Shasta County, CA",1617,2016,2017,50,1781000,30,714000,20,1067000,Washington County,Washington County-Shasta County-CA
1451,Washington County-Boulder County-CO-1617,"Boulder County, CO",1617,2016,2017,34,2004000,54,1707000,-20,297000,Washington County,Washington County-Boulder County-CO
1452,Washington County-Yellowstone County-MT-1617,"Yellowstone County, MT",1617,2016,2017,45,1670000,49,1194000,-4,476000,Washington County,Washington County-Yellowstone County-MT
1453,Washington County-Saratoga County-NY-1617,"Saratoga County, NY",1617,2016,2017,56,2968000,66,3938000,-10,-970000,Washington County,Washington County-Saratoga County-NY
1454,Washington County-Walla Walla County-WA-1617,"Walla Walla County, WA",1617,2016,2017,34,1389000,49,1777000,-15,-388000,Washington County,Washington County-Walla Walla County-WA
1455,Washington County-Pacific County-WA-1617,"Pacific County, WA",1617,2016,2017,36,830000,43,1908000,-7,-1078000,Washington County,Washington County-Pacific County-WA
1456,Washington County-Missoula County-MT-1617,"Missoula County, MT",1617,2016,2017,29,529000,55,1368000,-26,-839000,Washington County,Washington County-Missoula County-MT
1459,Yamhill County-Washington County-OR-1617,"Washington County, OR",1617,2016,2017,2719,90171000,1096,31828000,1623,58343000,Yamhill County,Yamhill County-Washington County-OR
1460,Yamhill County-Multnomah County-OR-1617,"Multnomah County, OR",1617,2016,2017,572,21041000,359,10692000,213,10349000,Yamhill County,Yamhill County-Multnomah County-OR
1461,Yamhill County-Clackamas County-OR-1617,"Clackamas County, OR",1617,2016,2017,599,20064000,427,18545000,172,1519000,Yamhill County,Yamhill County-Clackamas County-OR
1462,Yamhill County-Marion County-OR-1617,"Marion County, OR",1617,2016,2017,500,10042000,695,19765000,-195,-9723000,Yamhill County,Yamhill County-Marion County-OR
1463,Yamhill County-Polk County-OR-1617,"Polk County, OR",1617,2016,2017,409,8501000,679,15604000,-270,-7103000,Yamhill County,Yamhill County-Polk County-OR
1464,Yamhill County-Lane County-OR-1617,"Lane County, OR",1617,2016,2017,93,2479000,121,2596000,-28,-117000,Yamhill County,Yamhill County-Lane County-OR
1465,Yamhill County-Clark County-WA-1617,"Clark County, WA",1617,2016,2017,105,3756000,161,4153000,-56,-397000,Yamhill County,Yamhill County-Clark County-WA
1466,Yamhill County-King County-WA-1617,"King County, WA",1617,2016,2017,105,4688000,58,1518000,47,3170000,Yamhill County,Yamhill County-King County-WA
1467,Yamhill County-Deschutes County-OR-1617,"Deschutes County, OR",1617,2016,2017,92,2515000,228,5881000,-136,-3366000,Yamhill County,Yamhill County-Deschutes County-OR
1468,Yamhill County-Benton County-OR-1617,"Benton County, OR",1617,2016,2017,62,1629000,58,1873000,4,-244000,Yamhill County,Yamhill County-Benton County-OR
1469,Yamhill County-Lincoln County-OR-1617,"Lincoln County, OR",1617,2016,2017,80,1349000,122,3091000,-42,-1742000,Yamhill County,Yamhill County-Lincoln County-OR
1470,Yamhill County-Linn County-OR-1617,"Linn County, OR",1617,2016,2017,66,1725000,91,1961000,-25,-236000,Yamhill County,Yamhill County-Linn County-OR
1471,Yamhill County-Maricopa County-AZ-1617,"Maricopa County, AZ",1617,2016,2017,64,2029000,105,3035000,-41,-1006000,Yamhill County,Yamhill County-Maricopa County-AZ
1472,Yamhill County-Columbia County-OR-1617,"Columbia County, OR",1617,2016,2017,68,1921000,53,1378000,15,543000,Yamhill County,Yamhill County-Columbia County-OR
1473,Yamhill County-Jackson County-OR-1617,"Jackson County, OR",1617,2016,2017,41,1037000,48,1051000,-7,-14000,Yamhill County,Yamhill County-Jackson County-OR
1474,Yamhill County-San Diego County-CA-1617,"San Diego County, CA",1617,2016,2017,66,2028000,50,718000,16,1310000,Yamhill County,Yamhill County-San Diego County-CA
1475,Yamhill County-Tillamook County-OR-1617,"Tillamook County, OR",1617,2016,2017,47,1276000,77,1487000,-30,-211000,Yamhill County,Yamhill County-Tillamook County-OR
1476,Yamhill County-Spokane County-WA-1617,"Spokane County, WA",1617,2016,2017,35,837000,45,1282000,-10,-445000,Yamhill County,Yamhill County-Spokane County-WA
1477,Yamhill County-Clark County-NV-1617,"Clark County, NV",1617,2016,2017,34,1268000,52,1157000,-18,111000,Yamhill County,Yamhill County-Clark County-NV
1479,Baker County-Union County-OR-1819,"Union County, OR",1819,2018,2019,97,2149000,71,1476000,26,673000,Baker County,Baker County-Union County-OR
1481,Benton County-Linn County-OR-1819,"Linn County, OR",1819,2018,2019,1047,29731000,1220,37122000,-173,-7391000,Benton County,Benton County-Linn County-OR
1482,Benton County-Lane County-OR-1819,"Lane County, OR",1819,2018,2019,349,9395000,356,9651000,-7,-256000,Benton County,Benton County-Lane County-OR
1483,Benton County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,224,10017000,371,11908000,-147,-1891000,Benton County,Benton County-Multnomah County-OR
1484,Benton County-Marion County-OR-1819,"Marion County, OR",1819,2018,2019,252,7230000,245,8643000,7,-1413000,Benton County,Benton County-Marion County-OR
1485,Benton County-Washington County-OR-1819,"Washington County, OR",1819,2018,2019,171,5068000,314,9747000,-143,-4679000,Benton County,Benton County-Washington County-OR
1486,Benton County-Polk County-OR-1819,"Polk County, OR",1819,2018,2019,188,4311000,188,4888000,0,-577000,Benton County,Benton County-Polk County-OR
1487,Benton County-Clackamas County-OR-1819,"Clackamas County, OR",1819,2018,2019,114,4272000,139,4570000,-25,-298000,Benton County,Benton County-Clackamas County-OR
1488,Benton County-Lincoln County-OR-1819,"Lincoln County, OR",1819,2018,2019,120,4022000,79,3683000,41,339000,Benton County,Benton County-Lincoln County-OR
1489,Benton County-Deschutes County-OR-1819,"Deschutes County, OR",1819,2018,2019,80,2892000,135,5556000,-55,-2664000,Benton County,Benton County-Deschutes County-OR
1490,Benton County-Jackson County-OR-1819,"Jackson County, OR",1819,2018,2019,78,2188000,57,1433000,21,755000,Benton County,Benton County-Jackson County-OR
1491,Benton County-King County-WA-1819,"King County, WA",1819,2018,2019,77,6756000,100,3635000,-23,3121000,Benton County,Benton County-King County-WA
1492,Benton County-Los Angeles County-CA-1819,"Los Angeles County, CA",1819,2018,2019,66,3305000,55,1035000,11,2270000,Benton County,Benton County-Los Angeles County-CA
1493,Benton County-Douglas County-OR-1819,"Douglas County, OR",1819,2018,2019,58,1570000,42,784000,16,786000,Benton County,Benton County-Douglas County-OR
1494,Benton County-Maricopa County-AZ-1819,"Maricopa County, AZ",1819,2018,2019,53,1624000,83,3264000,-30,-1640000,Benton County,Benton County-Maricopa County-AZ
1495,Benton County-San Diego County-CA-1819,"San Diego County, CA",1819,2018,2019,48,1739000,48,1854000,0,-115000,Benton County,Benton County-San Diego County-CA
1496,Benton County-Yamhill County-OR-1819,"Yamhill County, OR",1819,2018,2019,42,1014000,44,1815000,-2,-801000,Benton County,Benton County-Yamhill County-OR
1497,Benton County-Santa Clara County-CA-1819,"Santa Clara County, CA",1819,2018,2019,46,2656000,54,2857000,-8,-201000,Benton County,Benton County-Santa Clara County-CA
1499,Clackamas County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,8956,375923000,6267,230740000,2689,145183000,Clackamas County,Clackamas County-Multnomah County-OR
1500,Clackamas County-Washington County-OR-1819,"Washington County, OR",1819,2018,2019,3797,168063000,3205,161719000,592,6344000,Clackamas County,Clackamas County-Washington County-OR
1501,Clackamas County-Marion County-OR-1819,"Marion County, OR",1819,2018,2019,1252,38978000,1709,49746000,-457,-10768000,Clackamas County,Clackamas County-Marion County-OR
1502,Clackamas County-Clark County-WA-1819,"Clark County, WA",1819,2018,2019,1046,39942000,1486,72858000,-440,-32916000,Clackamas County,Clackamas County-Clark County-WA
1503,Clackamas County-Lane County-OR-1819,"Lane County, OR",1819,2018,2019,365,13604000,283,8892000,82,4712000,Clackamas County,Clackamas County-Lane County-OR
1504,Clackamas County-Los Angeles County-CA-1819,"Los Angeles County, CA",1819,2018,2019,412,19258000,207,8968000,205,10290000,Clackamas County,Clackamas County-Los Angeles County-CA
1505,Clackamas County-Yamhill County-OR-1819,"Yamhill County, OR",1819,2018,2019,340,11186000,395,15122000,-55,-3936000,Clackamas County,Clackamas County-Yamhill County-OR
1506,Clackamas County-King County-WA-1819,"King County, WA",1819,2018,2019,292,17076000,266,14342000,26,2734000,Clackamas County,Clackamas County-King County-WA
1507,Clackamas County-Deschutes County-OR-1819,"Deschutes County, OR",1819,2018,2019,270,10923000,529,40583000,-259,-29660000,Clackamas County,Clackamas County-Deschutes County-OR
