,yr_range,sec_unique,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net
642,2021,"Franklin County, OH",2020,2021,124,5846000,140,5730000,-16,116000
643,2021,"Franklin County, WA",2020,2021,112,2030000,61,1409000,51,621000
644,2021,"Fresno County, CA",2020,2021,102,5005000,47,1395000,55,3610000
645,2021,"Fulton County, GA",2020,2021,108,6949000,120,6547000,-12,402000
646,2021,"Gallatin County, MT",2020,2021,46,1590000,78,3119000,-32,-1529000
647,2021,"Hamilton County, OH",2020,2021,35,1860000,29,1265000,6,595000
648,2021,"Harris County, TX",2020,2021,398,21126000,470,23214000,-72,-2088000
649,2021,"Hawaii County, HI",2020,2021,119,4214000,222,7728000,-103,-3514000
650,2021,"Hennepin County, MN",2020,2021,279,16417000,226,11832000,53,4585000
651,2021,"Hillsborough County, FL",2020,2021,96,3942000,179,7353000,-83,-3411000
652,2021,"Honolulu County, HI",2020,2021,622,19104000,397,20585000,225,-1481000
653,2021,"Humboldt County, CA",2020,2021,127,4157000,70,1976000,57,2181000
654,2021,"Johnson County, KS",2020,2021,29,1486000,34,1402000,-5,84000
655,2021,"Kent County, MI",2020,2021,33,1520000,40,1818000,-7,-298000
656,2021,"Kern County, CA",2020,2021,68,2300000,36,813000,32,1487000
657,2021,"King County, WA",2020,2021,3543,274124000,3018,214060000,525,60064000
658,2021,"Kings County, NY",2020,2021,459,31419000,218,14024000,241,17395000
659,2021,"Kitsap County, WA",2020,2021,122,5187000,198,15388000,-76,-10201000
660,2021,"Klickitat County, WA",2020,2021,248,7819000,405,22089000,-157,-14270000
661,2021,"Kootenai County, ID",2020,2021,35,931000,72,2856000,-37,-1925000
662,2021,"Larimer County, CO",2020,2021,136,4955000,92,3920000,44,1035000
663,2021,"Los Angeles County, CA",2020,2021,4450,227558000,2010,99900000,2440,127658000
664,2021,"Maricopa County, AZ",2020,2021,2901,118987000,4243,233945000,-1342,-114958000
665,2021,"Marin County, CA",2020,2021,119,9183000,34,1968000,85,7215000
666,2021,"Maui County, HI",2020,2021,106,3816000,96,4036000,10,-220000
667,2021,"Mecklenburg County, NC",2020,2021,59,2810000,71,4867000,-12,-2057000
668,2021,"Miami, Dade County",2020,2021,109,4378000,124,5857000,-15,-1479000
669,2021,"Middlesex County, MA",2020,2021,196,16705000,180,10239000,16,6466000
670,2021,"Milwaukee County, WI",2020,2021,68,5371000,69,2505000,-1,2866000
671,2021,"Missoula County, MT",2020,2021,65,1815000,86,3819000,-21,-2004000
672,2021,"Monroe County, NY",2020,2021,47,2276000,41,1714000,6,562000
673,2021,"Monterey County, CA",2020,2021,82,3765000,24,1046000,58,2719000
674,2021,"Montgomery County, MD",2020,2021,50,4270000,44,2557000,6,1713000
675,2021,"Nevada County, CA",2020,2021,28,956000,35,1558000,-7,-602000
676,2021,"New York County, NY",2020,2021,236,21441000,225,19429000,11,2012000
677,2021,"Norfolk County, MA",2020,2021,44,2753000,34,1971000,10,782000
678,2021,"Oakland County, MI",2020,2021,55,3701000,69,4492000,-14,-791000
679,2021,"Oklahoma County, OK",2020,2021,30,1285000,42,1044000,-12,241000
680,2021,"Orange County, CA",2020,2021,1586,73419000,859,46526000,727,26893000
681,2021,"Orange County, FL",2020,2021,102,3514000,145,6330000,-43,-2816000
682,2021,"Orleans Parish, LA",2020,2021,68,2237000,37,2014000,31,223000
683,2021,"Pacific County, WA",2020,2021,73,1567000,94,3744000,-21,-2177000
684,2021,"Palm Beach County, FL",2020,2021,41,1355000,76,3899000,-35,-2544000
685,2021,"Payette County, ID",2020,2021,241,4381000,254,8591000,-13,-4210000
686,2021,"Philadelphia County, PA",2020,2021,95,5680000,86,4368000,9,1312000
687,2021,"Pierce County, WA",2020,2021,1028,42628000,1006,43067000,22,-439000
688,2021,"Pima County, AZ",2020,2021,517,17087000,762,37860000,-245,-20773000
689,2021,"Pinal County, AZ",2020,2021,67,1956000,257,9565000,-190,-7609000
690,2021,"Pinellas County, FL",2020,2021,62,3113000,65,3430000,-3,-317000
691,2021,"Placer County, CA",2020,2021,109,4724000,110,4129000,-1,595000
692,2021,"Queens County, NY",2020,2021,67,4125000,48,2755000,19,1370000
693,2021,"Ramsey County, MN",2020,2021,56,2396000,46,1236000,10,1160000
694,2021,"Riverside County, CA",2020,2021,1085,41870000,771,52216000,314,-10346000
695,2021,"Sacramento County, CA",2020,2021,854,35033000,540,20461000,314,14572000
696,2021,"Salt Lake County, UT",2020,2021,695,28413000,691,25382000,4,3031000
697,2021,"San Bernardino County, CA",2020,2021,584,19431000,328,9996000,256,9435000
698,2021,"San Diego County, CA",2020,2021,2307,108185000,1496,66971000,811,41214000
699,2021,"San Francisco County, CA",2020,2021,887,124074000,360,32378000,527,91696000
700,2021,"San Joaquin County, CA",2020,2021,122,5374000,61,2302000,61,3072000
701,2021,"San Luis Obispo County, CA",2020,2021,96,4397000,106,5911000,-10,-1514000
702,2021,"San Mateo County, CA",2020,2021,367,42738000,124,9512000,243,33226000
703,2021,"Santa Barbara County, CA",2020,2021,97,4747000,71,4340000,26,407000
704,2021,"Santa Clara County, CA",2020,2021,1571,167118000,675,54339000,896,112779000
705,2021,"Santa Cruz County, CA",2020,2021,94,4855000,48,2437000,46,2418000
706,2021,"Santa Fe County, NM",2020,2021,22,827000,42,2353000,-20,-1526000
707,2021,"Shasta County, CA",2020,2021,177,6106000,105,3314000,72,2792000
708,2021,"Siskiyou County, CA",2020,2021,235,6511000,133,3152000,102,3359000
709,2021,"Skamania County, WA",2020,2021,27,1543000,104,5476000,-77,-3933000
710,2021,"Snohomish County, WA",2020,2021,613,24522000,642,30675000,-29,-6153000
711,2021,"Solano County, CA",2020,2021,101,3738000,74,2675000,27,1063000
712,2021,"Sonoma County, CA",2020,2021,486,22740000,204,9953000,282,12787000
713,2021,"Spokane County, WA",2020,2021,634,22471000,789,33753000,-155,-11282000
714,2021,"St. Louis County, MO",2020,2021,40,2123000,45,2249000,-5,-126000
715,2021,"St. Louis city, MO",2020,2021,40,2774000,25,1031000,15,1743000
716,2021,"Stanislaus County, CA",2020,2021,43,1487000,33,913000,10,574000
717,2021,"Suffolk County, MA",2020,2021,71,5734000,89,4842000,-18,892000
718,2021,"Tarrant County, TX",2020,2021,150,5205000,207,7926000,-57,-2721000
719,2021,"Thurston County, WA",2020,2021,441,16354000,442,16583000,-1,-229000
720,2021,"Travis County, TX",2020,2021,502,32013000,620,49537000,-118,-17524000
721,2021,"Utah County, UT",2020,2021,200,6371000,305,9743000,-105,-3372000
722,2021,"Ventura County, CA",2020,2021,197,7901000,146,6301000,51,1600000
723,2021,"Wake County, NC",2020,2021,85,3002000,133,5953000,-48,-2951000
724,2021,"Walla Walla County, WA",2020,2021,325,6873000,410,11577000,-85,-4704000
725,2021,"Washoe County, NV",2020,2021,386,15095000,372,19271000,14,-4176000
726,2021,"Washtenaw County, MI",2020,2021,41,1591000,52,3591000,-11,-2000000
727,2021,"Wayne County, MI",2020,2021,36,1609000,41,1362000,-5,247000
728,2021,"Whatcom County, WA",2020,2021,147,4667000,213,11180000,-66,-6513000
729,2021,"Williamson County, TX",2020,2021,94,4329000,244,15125000,-150,-10796000
730,2021,"Yakima County, WA",2020,2021,133,3332000,153,3632000,-20,-300000
731,2021,"Yavapai County, AZ",2020,2021,28,1189000,64,3683000,-36,-2494000
732,2021,"Yellowstone County, MT",2020,2021,26,839000,26,788000,0,51000
733,2021,"Yolo County, CA",2020,2021,32,1090000,29,1520000,3,-430000
