,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
421408,Wasco County,OR,Deschutes County,OR,41,1450,1450000,2021,2020,2021,inflow,Deschutes County-Wasco County-OR-2021,"Wasco County, OR"
421409,Placer County,CA,Deschutes County,OR,43,2265,2265000,2021,2020,2021,inflow,Deschutes County-Placer County-CA-2021,"Placer County, CA"
421410,Boulder County,CO,Deschutes County,OR,32,3267,3267000,2021,2020,2021,inflow,Deschutes County-Boulder County-CO-2021,"Boulder County, CO"
421411,Kern County,CA,Deschutes County,OR,36,1321,1321000,2021,2020,2021,inflow,Deschutes County-Kern County-CA-2021,"Kern County, CA"
421412,Hood River County,OR,Deschutes County,OR,38,3383,3383000,2021,2020,2021,inflow,Deschutes County-Hood River County-OR-2021,"Hood River County, OR"
421413,Umatilla County,OR,Deschutes County,OR,39,1535,1535000,2021,2020,2021,inflow,Deschutes County-Umatilla County-OR-2021,"Umatilla County, OR"
421414,Benton County,WA,Deschutes County,OR,45,1346,1346000,2021,2020,2021,inflow,Deschutes County-Benton County-WA-2021,"Benton County, WA"
421415,Whatcom County,WA,Deschutes County,OR,33,1639,1639000,2021,2020,2021,inflow,Deschutes County-Whatcom County-WA-2021,"Whatcom County, WA"
421416,Yavapai County,AZ,Deschutes County,OR,28,1189,1189000,2021,2020,2021,inflow,Deschutes County-Yavapai County-AZ-2021,"Yavapai County, AZ"
421417,Monterey County,CA,Deschutes County,OR,36,918,918000,2021,2020,2021,inflow,Deschutes County-Monterey County-CA-2021,"Monterey County, CA"
421418,San Joaquin County,CA,Deschutes County,OR,39,2454,2454000,2021,2020,2021,inflow,Deschutes County-San Joaquin County-CA-2021,"San Joaquin County, CA"
421419,Canyon County,ID,Deschutes County,OR,42,1446,1446000,2021,2020,2021,inflow,Deschutes County-Canyon County-ID-2021,"Canyon County, ID"
421420,Davidson County,TN,Deschutes County,OR,30,1496,1496000,2021,2020,2021,inflow,Deschutes County-Davidson County-TN-2021,"Davidson County, TN"
421421,Kitsap County,WA,Deschutes County,OR,36,1039,1039000,2021,2020,2021,inflow,Deschutes County-Kitsap County-WA-2021,"Kitsap County, WA"
421429,Douglas County Total Migration-US and Foreign,OR,Douglas County,OR,5135,157607,157607000,2021,2020,2021,inflow,Douglas County total migration-2021,"Douglas County Total Migration-US and Foreign, OR"
421434,Lane County,OR,Douglas County,OR,717,16769,16769000,2021,2020,2021,inflow,Douglas County-Lane County-OR-2021,"Lane County, OR"
421435,Coos County,OR,Douglas County,OR,257,4946,4946000,2021,2020,2021,inflow,Douglas County-Coos County-OR-2021,"Coos County, OR"
421436,Jackson County,OR,Douglas County,OR,209,5392,5392000,2021,2020,2021,inflow,Douglas County-Jackson County-OR-2021,"Jackson County, OR"
421437,Josephine County,OR,Douglas County,OR,183,3615,3615000,2021,2020,2021,inflow,Douglas County-Josephine County-OR-2021,"Josephine County, OR"
421438,Washington County,OR,Douglas County,OR,130,4689,4689000,2021,2020,2021,inflow,Douglas County-Washington County-OR-2021,"Washington County, OR"
421439,Multnomah County,OR,Douglas County,OR,116,3969,3969000,2021,2020,2021,inflow,Douglas County-Multnomah County-OR-2021,"Multnomah County, OR"
421440,Maricopa County,AZ,Douglas County,OR,106,3553,3553000,2021,2020,2021,inflow,Douglas County-Maricopa County-AZ-2021,"Maricopa County, AZ"
421441,Clackamas County,OR,Douglas County,OR,104,4255,4255000,2021,2020,2021,inflow,Douglas County-Clackamas County-OR-2021,"Clackamas County, OR"
421442,Marion County,OR,Douglas County,OR,94,2647,2647000,2021,2020,2021,inflow,Douglas County-Marion County-OR-2021,"Marion County, OR"
421443,Los Angeles County,CA,Douglas County,OR,83,3263,3263000,2021,2020,2021,inflow,Douglas County-Los Angeles County-CA-2021,"Los Angeles County, CA"
421444,Linn County,OR,Douglas County,OR,100,2835,2835000,2021,2020,2021,inflow,Douglas County-Linn County-OR-2021,"Linn County, OR"
421445,Klamath County,OR,Douglas County,OR,82,1667,1667000,2021,2020,2021,inflow,Douglas County-Klamath County-OR-2021,"Klamath County, OR"
421446,Deschutes County,OR,Douglas County,OR,76,2177,2177000,2021,2020,2021,inflow,Douglas County-Deschutes County-OR-2021,"Deschutes County, OR"
421447,Clark County,WA,Douglas County,OR,66,2558,2558000,2021,2020,2021,inflow,Douglas County-Clark County-WA-2021,"Clark County, WA"
421448,San Diego County,CA,Douglas County,OR,64,1693,1693000,2021,2020,2021,inflow,Douglas County-San Diego County-CA-2021,"San Diego County, CA"
421449,Benton County,OR,Douglas County,OR,59,1402,1402000,2021,2020,2021,inflow,Douglas County-Benton County-OR-2021,"Benton County, OR"
421450,Sacramento County,CA,Douglas County,OR,44,1968,1968000,2021,2020,2021,inflow,Douglas County-Sacramento County-CA-2021,"Sacramento County, CA"
421451,Polk County,OR,Douglas County,OR,54,1476,1476000,2021,2020,2021,inflow,Douglas County-Polk County-OR-2021,"Polk County, OR"
421452,Pierce County,WA,Douglas County,OR,48,1774,1774000,2021,2020,2021,inflow,Douglas County-Pierce County-WA-2021,"Pierce County, WA"
421453,San Joaquin County,CA,Douglas County,OR,44,1984,1984000,2021,2020,2021,inflow,Douglas County-San Joaquin County-CA-2021,"San Joaquin County, CA"
421454,Clark County,NV,Douglas County,OR,54,854,854000,2021,2020,2021,inflow,Douglas County-Clark County-NV-2021,"Clark County, NV"
421455,Snohomish County,WA,Douglas County,OR,36,1317,1317000,2021,2020,2021,inflow,Douglas County-Snohomish County-WA-2021,"Snohomish County, WA"
421456,King County,WA,Douglas County,OR,35,1058,1058000,2021,2020,2021,inflow,Douglas County-King County-WA-2021,"King County, WA"
421457,Riverside County,CA,Douglas County,OR,40,1477,1477000,2021,2020,2021,inflow,Douglas County-Riverside County-CA-2021,"Riverside County, CA"
421458,Alameda County,CA,Douglas County,OR,32,2377,2377000,2021,2020,2021,inflow,Douglas County-Alameda County-CA-2021,"Alameda County, CA"
421459,Orange County,CA,Douglas County,OR,40,1513,1513000,2021,2020,2021,inflow,Douglas County-Orange County-CA-2021,"Orange County, CA"
421460,Lincoln County,OR,Douglas County,OR,41,860,860000,2021,2020,2021,inflow,Douglas County-Lincoln County-OR-2021,"Lincoln County, OR"
421461,Curry County,OR,Douglas County,OR,37,907,907000,2021,2020,2021,inflow,Douglas County-Curry County-OR-2021,"Curry County, OR"
421469,Gilliam County Total Migration-US and Foreign,OR,Gilliam County,OR,150,3436,3436000,2021,2020,2021,inflow,Gilliam County total migration-2021,"Gilliam County Total Migration-US and Foreign, OR"
421478,Grant County Total Migration-US and Foreign,OR,Grant County,OR,383,11684,11684000,2021,2020,2021,inflow,Grant County total migration-2021,"Grant County Total Migration-US and Foreign, OR"
421483,Deschutes County,OR,Grant County,OR,36,1283,1283000,2021,2020,2021,inflow,Grant County-Deschutes County-OR-2021,"Deschutes County, OR"
421490,Harney County Total Migration-US and Foreign,OR,Harney County,OR,354,6786,6786000,2021,2020,2021,inflow,Harney County total migration-2021,"Harney County Total Migration-US and Foreign, OR"
421495,Deschutes County,OR,Harney County,OR,34,772,772000,2021,2020,2021,inflow,Harney County-Deschutes County-OR-2021,"Deschutes County, OR"
421502,Hood River County Total Migration-US and Foreign,OR,Hood River County,OR,1350,79296,79296000,2021,2020,2021,inflow,Hood River County total migration-2021,"Hood River County Total Migration-US and Foreign, OR"
421507,Multnomah County,OR,Hood River County,OR,328,34914,34914000,2021,2020,2021,inflow,Hood River County-Multnomah County-OR-2021,"Multnomah County, OR"
421508,Wasco County,OR,Hood River County,OR,119,3913,3913000,2021,2020,2021,inflow,Hood River County-Wasco County-OR-2021,"Wasco County, OR"
421509,Klickitat County,WA,Hood River County,OR,90,3743,3743000,2021,2020,2021,inflow,Hood River County-Klickitat County-WA-2021,"Klickitat County, WA"
421510,Washington County,OR,Hood River County,OR,60,3628,3628000,2021,2020,2021,inflow,Hood River County-Washington County-OR-2021,"Washington County, OR"
421511,King County,WA,Hood River County,OR,37,2829,2829000,2021,2020,2021,inflow,Hood River County-King County-WA-2021,"King County, WA"
421512,Clackamas County,OR,Hood River County,OR,33,3083,3083000,2021,2020,2021,inflow,Hood River County-Clackamas County-OR-2021,"Clackamas County, OR"
421513,Clark County,WA,Hood River County,OR,39,1409,1409000,2021,2020,2021,inflow,Hood River County-Clark County-WA-2021,"Clark County, WA"
421520,Jackson County Total Migration-US and Foreign,OR,Jackson County,OR,9004,328166,328166000,2021,2020,2021,inflow,Jackson County total migration-2021,"Jackson County Total Migration-US and Foreign, OR"
421525,Josephine County,OR,Jackson County,OR,907,23168,23168000,2021,2020,2021,inflow,Jackson County-Josephine County-OR-2021,"Josephine County, OR"
421526,Multnomah County,OR,Jackson County,OR,264,11345,11345000,2021,2020,2021,inflow,Jackson County-Multnomah County-OR-2021,"Multnomah County, OR"
421527,Los Angeles County,CA,Jackson County,OR,282,12678,12678000,2021,2020,2021,inflow,Jackson County-Los Angeles County-CA-2021,"Los Angeles County, CA"
421528,Lane County,OR,Jackson County,OR,241,6933,6933000,2021,2020,2021,inflow,Jackson County-Lane County-OR-2021,"Lane County, OR"
421529,Klamath County,OR,Jackson County,OR,210,5320,5320000,2021,2020,2021,inflow,Jackson County-Klamath County-OR-2021,"Klamath County, OR"
421530,Washington County,OR,Jackson County,OR,196,7055,7055000,2021,2020,2021,inflow,Jackson County-Washington County-OR-2021,"Washington County, OR"
421531,Deschutes County,OR,Jackson County,OR,208,7711,7711000,2021,2020,2021,inflow,Jackson County-Deschutes County-OR-2021,"Deschutes County, OR"
421532,San Diego County,CA,Jackson County,OR,175,7572,7572000,2021,2020,2021,inflow,Jackson County-San Diego County-CA-2021,"San Diego County, CA"
421533,Clackamas County,OR,Jackson County,OR,165,6061,6061000,2021,2020,2021,inflow,Jackson County-Clackamas County-OR-2021,"Clackamas County, OR"
421534,Maricopa County,AZ,Jackson County,OR,166,7766,7766000,2021,2020,2021,inflow,Jackson County-Maricopa County-AZ-2021,"Maricopa County, AZ"
421535,Santa Clara County,CA,Jackson County,OR,135,9864,9864000,2021,2020,2021,inflow,Jackson County-Santa Clara County-CA-2021,"Santa Clara County, CA"
421536,Shasta County,CA,Jackson County,OR,144,4732,4732000,2021,2020,2021,inflow,Jackson County-Shasta County-CA-2021,"Shasta County, CA"
421537,Orange County,CA,Jackson County,OR,136,5026,5026000,2021,2020,2021,inflow,Jackson County-Orange County-CA-2021,"Orange County, CA"
421538,Sonoma County,CA,Jackson County,OR,118,5479,5479000,2021,2020,2021,inflow,Jackson County-Sonoma County-CA-2021,"Sonoma County, CA"
421539,Douglas County,OR,Jackson County,OR,132,3353,3353000,2021,2020,2021,inflow,Jackson County-Douglas County-OR-2021,"Douglas County, OR"
421540,Alameda County,CA,Jackson County,OR,139,7365,7365000,2021,2020,2021,inflow,Jackson County-Alameda County-CA-2021,"Alameda County, CA"
421541,Marion County,OR,Jackson County,OR,140,2483,2483000,2021,2020,2021,inflow,Jackson County-Marion County-OR-2021,"Marion County, OR"
421542,Sacramento County,CA,Jackson County,OR,107,4374,4374000,2021,2020,2021,inflow,Jackson County-Sacramento County-CA-2021,"Sacramento County, CA"
421543,Clark County,NV,Jackson County,OR,113,2851,2851000,2021,2020,2021,inflow,Jackson County-Clark County-NV-2021,"Clark County, NV"
421544,Siskiyou County,CA,Jackson County,OR,127,4625,4625000,2021,2020,2021,inflow,Jackson County-Siskiyou County-CA-2021,"Siskiyou County, CA"
421545,Contra Costa County,CA,Jackson County,OR,115,5889,5889000,2021,2020,2021,inflow,Jackson County-Contra Costa County-CA-2021,"Contra Costa County, CA"
421546,King County,WA,Jackson County,OR,100,6024,6024000,2021,2020,2021,inflow,Jackson County-King County-WA-2021,"King County, WA"
421547,Coos County,OR,Jackson County,OR,103,2604,2604000,2021,2020,2021,inflow,Jackson County-Coos County-OR-2021,"Coos County, OR"
421548,Benton County,OR,Jackson County,OR,82,2358,2358000,2021,2020,2021,inflow,Jackson County-Benton County-OR-2021,"Benton County, OR"
421549,San Bernardino County,CA,Jackson County,OR,100,4251,4251000,2021,2020,2021,inflow,Jackson County-San Bernardino County-CA-2021,"San Bernardino County, CA"
421550,Riverside County,CA,Jackson County,OR,99,2792,2792000,2021,2020,2021,inflow,Jackson County-Riverside County-CA-2021,"Riverside County, CA"
421551,Santa Cruz County,CA,Jackson County,OR,83,4224,4224000,2021,2020,2021,inflow,Jackson County-Santa Cruz County-CA-2021,"Santa Cruz County, CA"
421552,Curry County,OR,Jackson County,OR,82,2098,2098000,2021,2020,2021,inflow,Jackson County-Curry County-OR-2021,"Curry County, OR"
421553,Clark County,WA,Jackson County,OR,72,3052,3052000,2021,2020,2021,inflow,Jackson County-Clark County-WA-2021,"Clark County, WA"
421554,Pierce County,WA,Jackson County,OR,75,3056,3056000,2021,2020,2021,inflow,Jackson County-Pierce County-WA-2021,"Pierce County, WA"
421555,Humboldt County,CA,Jackson County,OR,64,2341,2341000,2021,2020,2021,inflow,Jackson County-Humboldt County-CA-2021,"Humboldt County, CA"
421556,Placer County,CA,Jackson County,OR,63,2846,2846000,2021,2020,2021,inflow,Jackson County-Placer County-CA-2021,"Placer County, CA"
421557,Ventura County,CA,Jackson County,OR,65,3407,3407000,2021,2020,2021,inflow,Jackson County-Ventura County-CA-2021,"Ventura County, CA"
421558,Washoe County,NV,Jackson County,OR,60,2456,2456000,2021,2020,2021,inflow,Jackson County-Washoe County-NV-2021,"Washoe County, NV"
421559,Butte County,CA,Jackson County,OR,52,1387,1387000,2021,2020,2021,inflow,Jackson County-Butte County-CA-2021,"Butte County, CA"
421560,Ada County,ID,Jackson County,OR,50,1179,1179000,2021,2020,2021,inflow,Jackson County-Ada County-ID-2021,"Ada County, ID"
421561,Linn County,OR,Jackson County,OR,66,1329,1329000,2021,2020,2021,inflow,Jackson County-Linn County-OR-2021,"Linn County, OR"
421562,San Mateo County,CA,Jackson County,OR,51,5880,5880000,2021,2020,2021,inflow,Jackson County-San Mateo County-CA-2021,"San Mateo County, CA"
421563,San Francisco County,CA,Jackson County,OR,48,4281,4281000,2021,2020,2021,inflow,Jackson County-San Francisco County-CA-2021,"San Francisco County, CA"
421564,Pima County,AZ,Jackson County,OR,47,1925,1925000,2021,2020,2021,inflow,Jackson County-Pima County-AZ-2021,"Pima County, AZ"
421565,San Joaquin County,CA,Jackson County,OR,51,2091,2091000,2021,2020,2021,inflow,Jackson County-San Joaquin County-CA-2021,"San Joaquin County, CA"
421566,Del Norte County,CA,Jackson County,OR,45,3063,3063000,2021,2020,2021,inflow,Jackson County-Del Norte County-CA-2021,"Del Norte County, CA"
421567,Hawaii County,HI,Jackson County,OR,45,986,986000,2021,2020,2021,inflow,Jackson County-Hawaii County-HI-2021,"Hawaii County, HI"
421568,Marin County,CA,Jackson County,OR,34,3041,3041000,2021,2020,2021,inflow,Jackson County-Marin County-CA-2021,"Marin County, CA"
421569,Honolulu County,HI,Jackson County,OR,38,1393,1393000,2021,2020,2021,inflow,Jackson County-Honolulu County-HI-2021,"Honolulu County, HI"
421570,Yamhill County,OR,Jackson County,OR,44,1005,1005000,2021,2020,2021,inflow,Jackson County-Yamhill County-OR-2021,"Yamhill County, OR"
421571,Snohomish County,WA,Jackson County,OR,38,1296,1296000,2021,2020,2021,inflow,Jackson County-Snohomish County-WA-2021,"Snohomish County, WA"
421572,Monterey County,CA,Jackson County,OR,43,-1316,-1316000,2021,2020,2021,inflow,Jackson County-Monterey County-CA-2021,"Monterey County, CA"
421573,Kern County,CA,Jackson County,OR,37,931,931000,2021,2020,2021,inflow,Jackson County-Kern County-CA-2021,"Kern County, CA"
421574,Harris County,TX,Jackson County,OR,31,1082,1082000,2021,2020,2021,inflow,Jackson County-Harris County-TX-2021,"Harris County, TX"
421575,Salt Lake County,UT,Jackson County,OR,43,1215,1215000,2021,2020,2021,inflow,Jackson County-Salt Lake County-UT-2021,"Salt Lake County, UT"
421576,Fresno County,CA,Jackson County,OR,35,781,781000,2021,2020,2021,inflow,Jackson County-Fresno County-CA-2021,"Fresno County, CA"
421577,Polk County,OR,Jackson County,OR,35,833,833000,2021,2020,2021,inflow,Jackson County-Polk County-OR-2021,"Polk County, OR"
421585,Jefferson County Total Migration-US and Foreign,OR,Jefferson County,OR,1657,45070,45070000,2021,2020,2021,inflow,Jefferson County total migration-2021,"Jefferson County Total Migration-US and Foreign, OR"
421590,Deschutes County,OR,Jefferson County,OR,614,16535,16535000,2021,2020,2021,inflow,Jefferson County-Deschutes County-OR-2021,"Deschutes County, OR"
421591,Clackamas County,OR,Jefferson County,OR,121,5503,5503000,2021,2020,2021,inflow,Jefferson County-Clackamas County-OR-2021,"Clackamas County, OR"
421592,Multnomah County,OR,Jefferson County,OR,83,2991,2991000,2021,2020,2021,inflow,Jefferson County-Multnomah County-OR-2021,"Multnomah County, OR"
421593,Crook County,OR,Jefferson County,OR,74,1791,1791000,2021,2020,2021,inflow,Jefferson County-Crook County-OR-2021,"Crook County, OR"
421594,Marion County,OR,Jefferson County,OR,62,1891,1891000,2021,2020,2021,inflow,Jefferson County-Marion County-OR-2021,"Marion County, OR"
421595,Washington County,OR,Jefferson County,OR,51,2079,2079000,2021,2020,2021,inflow,Jefferson County-Washington County-OR-2021,"Washington County, OR"
421596,Lane County,OR,Jefferson County,OR,54,1652,1652000,2021,2020,2021,inflow,Jefferson County-Lane County-OR-2021,"Lane County, OR"
421603,Josephine County Total Migration-US and Foreign,OR,Josephine County,OR,4324,127089,127089000,2021,2020,2021,inflow,Josephine County total migration-2021,"Josephine County Total Migration-US and Foreign, OR"
421608,Jackson County,OR,Josephine County,OR,1094,27563,27563000,2021,2020,2021,inflow,Josephine County-Jackson County-OR-2021,"Jackson County, OR"
421609,Multnomah County,OR,Josephine County,OR,112,4066,4066000,2021,2020,2021,inflow,Josephine County-Multnomah County-OR-2021,"Multnomah County, OR"
421610,Lane County,OR,Josephine County,OR,126,2209,2209000,2021,2020,2021,inflow,Josephine County-Lane County-OR-2021,"Lane County, OR"
421611,Douglas County,OR,Josephine County,OR,127,2614,2614000,2021,2020,2021,inflow,Josephine County-Douglas County-OR-2021,"Douglas County, OR"
421612,Los Angeles County,CA,Josephine County,OR,88,4850,4850000,2021,2020,2021,inflow,Josephine County-Los Angeles County-CA-2021,"Los Angeles County, CA"
421613,Sacramento County,CA,Josephine County,OR,69,2017,2017000,2021,2020,2021,inflow,Josephine County-Sacramento County-CA-2021,"Sacramento County, CA"
421614,Orange County,CA,Josephine County,OR,62,3945,3945000,2021,2020,2021,inflow,Josephine County-Orange County-CA-2021,"Orange County, CA"
421615,Deschutes County,OR,Josephine County,OR,54,1486,1486000,2021,2020,2021,inflow,Josephine County-Deschutes County-OR-2021,"Deschutes County, OR"
421616,Washington County,OR,Josephine County,OR,50,1446,1446000,2021,2020,2021,inflow,Josephine County-Washington County-OR-2021,"Washington County, OR"
421617,Marion County,OR,Josephine County,OR,67,1507,1507000,2021,2020,2021,inflow,Josephine County-Marion County-OR-2021,"Marion County, OR"
421618,Santa Clara County,CA,Josephine County,OR,52,2285,2285000,2021,2020,2021,inflow,Josephine County-Santa Clara County-CA-2021,"Santa Clara County, CA"
421619,San Diego County,CA,Josephine County,OR,49,1777,1777000,2021,2020,2021,inflow,Josephine County-San Diego County-CA-2021,"San Diego County, CA"
421620,Maricopa County,AZ,Josephine County,OR,45,1676,1676000,2021,2020,2021,inflow,Josephine County-Maricopa County-AZ-2021,"Maricopa County, AZ"
421621,Humboldt County,CA,Josephine County,OR,45,1633,1633000,2021,2020,2021,inflow,Josephine County-Humboldt County-CA-2021,"Humboldt County, CA"
421622,Coos County,OR,Josephine County,OR,56,1184,1184000,2021,2020,2021,inflow,Josephine County-Coos County-OR-2021,"Coos County, OR"
421623,Alameda County,CA,Josephine County,OR,48,2230,2230000,2021,2020,2021,inflow,Josephine County-Alameda County-CA-2021,"Alameda County, CA"
421624,Riverside County,CA,Josephine County,OR,58,2002,2002000,2021,2020,2021,inflow,Josephine County-Riverside County-CA-2021,"Riverside County, CA"
421625,Sonoma County,CA,Josephine County,OR,45,1286,1286000,2021,2020,2021,inflow,Josephine County-Sonoma County-CA-2021,"Sonoma County, CA"
421626,Curry County,OR,Josephine County,OR,55,1386,1386000,2021,2020,2021,inflow,Josephine County-Curry County-OR-2021,"Curry County, OR"
421627,Klamath County,OR,Josephine County,OR,59,1296,1296000,2021,2020,2021,inflow,Josephine County-Klamath County-OR-2021,"Klamath County, OR"
421628,San Bernardino County,CA,Josephine County,OR,43,1222,1222000,2021,2020,2021,inflow,Josephine County-San Bernardino County-CA-2021,"San Bernardino County, CA"
421629,Clark County,NV,Josephine County,OR,41,1233,1233000,2021,2020,2021,inflow,Josephine County-Clark County-NV-2021,"Clark County, NV"
421630,Linn County,OR,Josephine County,OR,41,1539,1539000,2021,2020,2021,inflow,Josephine County-Linn County-OR-2021,"Linn County, OR"
421631,Contra Costa County,CA,Josephine County,OR,41,1713,1713000,2021,2020,2021,inflow,Josephine County-Contra Costa County-CA-2021,"Contra Costa County, CA"
421632,Clackamas County,OR,Josephine County,OR,38,1348,1348000,2021,2020,2021,inflow,Josephine County-Clackamas County-OR-2021,"Clackamas County, OR"
421633,Shasta County,CA,Josephine County,OR,37,1500,1500000,2021,2020,2021,inflow,Josephine County-Shasta County-CA-2021,"Shasta County, CA"
421641,Klamath County Total Migration-US and Foreign,OR,Klamath County,OR,3610,100923,100923000,2021,2020,2021,inflow,Klamath County total migration-2021,"Klamath County Total Migration-US and Foreign, OR"
421647,Deschutes County,OR,Klamath County,OR,291,9032,9032000,2021,2020,2021,inflow,Klamath County-Deschutes County-OR-2021,"Deschutes County, OR"
421648,Jackson County,OR,Klamath County,OR,229,4910,4910000,2021,2020,2021,inflow,Klamath County-Jackson County-OR-2021,"Jackson County, OR"
421649,Lane County,OR,Klamath County,OR,151,4178,4178000,2021,2020,2021,inflow,Klamath County-Lane County-OR-2021,"Lane County, OR"
421650,Multnomah County,OR,Klamath County,OR,97,3168,3168000,2021,2020,2021,inflow,Klamath County-Multnomah County-OR-2021,"Multnomah County, OR"
421651,Siskiyou County,CA,Klamath County,OR,108,1886,1886000,2021,2020,2021,inflow,Klamath County-Siskiyou County-CA-2021,"Siskiyou County, CA"
421652,Washington County,OR,Klamath County,OR,77,2888,2888000,2021,2020,2021,inflow,Klamath County-Washington County-OR-2021,"Washington County, OR"
421653,Los Angeles County,CA,Klamath County,OR,75,1871,1871000,2021,2020,2021,inflow,Klamath County-Los Angeles County-CA-2021,"Los Angeles County, CA"
421654,Douglas County,OR,Klamath County,OR,63,1785,1785000,2021,2020,2021,inflow,Klamath County-Douglas County-OR-2021,"Douglas County, OR"
421655,Marion County,OR,Klamath County,OR,69,2089,2089000,2021,2020,2021,inflow,Klamath County-Marion County-OR-2021,"Marion County, OR"
421656,Sacramento County,CA,Klamath County,OR,73,1687,1687000,2021,2020,2021,inflow,Klamath County-Sacramento County-CA-2021,"Sacramento County, CA"
421657,Clackamas County,OR,Klamath County,OR,75,2700,2700000,2021,2020,2021,inflow,Klamath County-Clackamas County-OR-2021,"Clackamas County, OR"
421658,Josephine County,OR,Klamath County,OR,54,1330,1330000,2021,2020,2021,inflow,Klamath County-Josephine County-OR-2021,"Josephine County, OR"
421659,Shasta County,CA,Klamath County,OR,49,1031,1031000,2021,2020,2021,inflow,Klamath County-Shasta County-CA-2021,"Shasta County, CA"
421660,Linn County,OR,Klamath County,OR,43,965,965000,2021,2020,2021,inflow,Klamath County-Linn County-OR-2021,"Linn County, OR"
421661,Modoc County,CA,Klamath County,OR,50,1202,1202000,2021,2020,2021,inflow,Klamath County-Modoc County-CA-2021,"Modoc County, CA"
421662,San Diego County,CA,Klamath County,OR,34,1150,1150000,2021,2020,2021,inflow,Klamath County-San Diego County-CA-2021,"San Diego County, CA"
421663,Lake County,OR,Klamath County,OR,52,757,757000,2021,2020,2021,inflow,Klamath County-Lake County-OR-2021,"Lake County, OR"
421665,San Bernardino County,CA,Klamath County,OR,43,1076,1076000,2021,2020,2021,inflow,Klamath County-San Bernardino County-CA-2021,"San Bernardino County, CA"
421666,Coos County,OR,Klamath County,OR,36,730,730000,2021,2020,2021,inflow,Klamath County-Coos County-OR-2021,"Coos County, OR"
421673,Lake County Total Migration-US and Foreign,OR,Lake County,OR,469,11088,11088000,2021,2020,2021,inflow,Lake County total migration-2021,"Lake County Total Migration-US and Foreign, OR"
421678,Deschutes County,OR,Lake County,OR,42,781,781000,2021,2020,2021,inflow,Lake County-Deschutes County-OR-2021,"Deschutes County, OR"
421686,Lane County Total Migration-US and Foreign,OR,Lane County,OR,14001,489886,489886000,2021,2020,2021,inflow,Lane County total migration-2021,"Lane County Total Migration-US and Foreign, OR"
421691,Multnomah County,OR,Lane County,OR,675,26128,26128000,2021,2020,2021,inflow,Lane County-Multnomah County-OR-2021,"Multnomah County, OR"
421692,Linn County,OR,Lane County,OR,695,19156,19156000,2021,2020,2021,inflow,Lane County-Linn County-OR-2021,"Linn County, OR"
421693,Douglas County,OR,Lane County,OR,486,14808,14808000,2021,2020,2021,inflow,Lane County-Douglas County-OR-2021,"Douglas County, OR"
421694,Washington County,OR,Lane County,OR,454,18284,18284000,2021,2020,2021,inflow,Lane County-Washington County-OR-2021,"Washington County, OR"
421695,Marion County,OR,Lane County,OR,426,11895,11895000,2021,2020,2021,inflow,Lane County-Marion County-OR-2021,"Marion County, OR"
421696,Los Angeles County,CA,Lane County,OR,400,18204,18204000,2021,2020,2021,inflow,Lane County-Los Angeles County-CA-2021,"Los Angeles County, CA"
421697,Deschutes County,OR,Lane County,OR,367,12908,12908000,2021,2020,2021,inflow,Lane County-Deschutes County-OR-2021,"Deschutes County, OR"
421698,Benton County,OR,Lane County,OR,354,11676,11676000,2021,2020,2021,inflow,Lane County-Benton County-OR-2021,"Benton County, OR"
421699,Jackson County,OR,Lane County,OR,364,10620,10620000,2021,2020,2021,inflow,Lane County-Jackson County-OR-2021,"Jackson County, OR"
421700,Clackamas County,OR,Lane County,OR,323,12728,12728000,2021,2020,2021,inflow,Lane County-Clackamas County-OR-2021,"Clackamas County, OR"
421701,San Diego County,CA,Lane County,OR,236,9046,9046000,2021,2020,2021,inflow,Lane County-San Diego County-CA-2021,"San Diego County, CA"
421702,King County,WA,Lane County,OR,217,11733,11733000,2021,2020,2021,inflow,Lane County-King County-WA-2021,"King County, WA"
421703,Maricopa County,AZ,Lane County,OR,245,8348,8348000,2021,2020,2021,inflow,Lane County-Maricopa County-AZ-2021,"Maricopa County, AZ"
421704,Orange County,CA,Lane County,OR,206,9995,9995000,2021,2020,2021,inflow,Lane County-Orange County-CA-2021,"Orange County, CA"
421705,Coos County,OR,Lane County,OR,190,6313,6313000,2021,2020,2021,inflow,Lane County-Coos County-OR-2021,"Coos County, OR"
421706,Clark County,WA,Lane County,OR,163,6460,6460000,2021,2020,2021,inflow,Lane County-Clark County-WA-2021,"Clark County, WA"
421707,Clark County,NV,Lane County,OR,151,3877,3877000,2021,2020,2021,inflow,Lane County-Clark County-NV-2021,"Clark County, NV"
421708,Polk County,OR,Lane County,OR,154,4694,4694000,2021,2020,2021,inflow,Lane County-Polk County-OR-2021,"Polk County, OR"
421709,Lincoln County,OR,Lane County,OR,139,3936,3936000,2021,2020,2021,inflow,Lane County-Lincoln County-OR-2021,"Lincoln County, OR"
421710,Santa Clara County,CA,Lane County,OR,141,8487,8487000,2021,2020,2021,inflow,Lane County-Santa Clara County-CA-2021,"Santa Clara County, CA"
421711,Klamath County,OR,Lane County,OR,116,3416,3416000,2021,2020,2021,inflow,Lane County-Klamath County-OR-2021,"Klamath County, OR"
421712,Riverside County,CA,Lane County,OR,128,3467,3467000,2021,2020,2021,inflow,Lane County-Riverside County-CA-2021,"Riverside County, CA"
