,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
61818,Baker County Total Migration-US and Foreign,OR,Baker County,OR,765,17750,17750000,1718,2017,2018,inflow,Baker County total migration-1718,"Baker County Total Migration-US and Foreign, OR"
61824,Union County,OR,Baker County,OR,88,1898,1898000,1718,2017,2018,inflow,Baker County-Union County-OR-1718,"Union County, OR"
61825,Deschutes County,OR,Baker County,OR,46,1244,1244000,1718,2017,2018,inflow,Baker County-Deschutes County-OR-1718,"Deschutes County, OR"
61826,Ada County,ID,Baker County,OR,33,613,613000,1718,2017,2018,inflow,Baker County-Ada County-ID-1718,"Ada County, ID"
61834,Benton County Total Migration-US and Foreign,OR,Benton County,OR,5323,169928,169928000,1718,2017,2018,inflow,Benton County total migration-1718,"Benton County Total Migration-US and Foreign, OR"
61840,Linn County,OR,Benton County,OR,989,24061,24061000,1718,2017,2018,inflow,Benton County-Linn County-OR-1718,"Linn County, OR"
61841,Lane County,OR,Benton County,OR,392,9846,9846000,1718,2017,2018,inflow,Benton County-Lane County-OR-1718,"Lane County, OR"
61842,Multnomah County,OR,Benton County,OR,256,7928,7928000,1718,2017,2018,inflow,Benton County-Multnomah County-OR-1718,"Multnomah County, OR"
61843,Marion County,OR,Benton County,OR,229,6252,6252000,1718,2017,2018,inflow,Benton County-Marion County-OR-1718,"Marion County, OR"
61844,Washington County,OR,Benton County,OR,138,3664,3664000,1718,2017,2018,inflow,Benton County-Washington County-OR-1718,"Washington County, OR"
61845,Polk County,OR,Benton County,OR,212,5128,5128000,1718,2017,2018,inflow,Benton County-Polk County-OR-1718,"Polk County, OR"
61846,Deschutes County,OR,Benton County,OR,129,4176,4176000,1718,2017,2018,inflow,Benton County-Deschutes County-OR-1718,"Deschutes County, OR"
61847,Clackamas County,OR,Benton County,OR,113,3137,3137000,1718,2017,2018,inflow,Benton County-Clackamas County-OR-1718,"Clackamas County, OR"
61848,Lincoln County,OR,Benton County,OR,127,3865,3865000,1718,2017,2018,inflow,Benton County-Lincoln County-OR-1718,"Lincoln County, OR"
61849,King County,WA,Benton County,OR,79,3413,3413000,1718,2017,2018,inflow,Benton County-King County-WA-1718,"King County, WA"
61850,Los Angeles County,CA,Benton County,OR,89,3320,3320000,1718,2017,2018,inflow,Benton County-Los Angeles County-CA-1718,"Los Angeles County, CA"
61851,San Diego County,CA,Benton County,OR,71,2406,2406000,1718,2017,2018,inflow,Benton County-San Diego County-CA-1718,"San Diego County, CA"
61852,Douglas County,OR,Benton County,OR,73,1699,1699000,1718,2017,2018,inflow,Benton County-Douglas County-OR-1718,"Douglas County, OR"
61853,Jackson County,OR,Benton County,OR,81,1468,1468000,1718,2017,2018,inflow,Benton County-Jackson County-OR-1718,"Jackson County, OR"
61854,Yamhill County,OR,Benton County,OR,37,1033,1033000,1718,2017,2018,inflow,Benton County-Yamhill County-OR-1718,"Yamhill County, OR"
61855,Maricopa County,AZ,Benton County,OR,49,1690,1690000,1718,2017,2018,inflow,Benton County-Maricopa County-AZ-1718,"Maricopa County, AZ"
61856,Clark County,WA,Benton County,OR,43,1229,1229000,1718,2017,2018,inflow,Benton County-Clark County-WA-1718,"Clark County, WA"
61857,Alameda County,CA,Benton County,OR,40,2929,2929000,1718,2017,2018,inflow,Benton County-Alameda County-CA-1718,"Alameda County, CA"
61858,Santa Clara County,CA,Benton County,OR,38,2768,2768000,1718,2017,2018,inflow,Benton County-Santa Clara County-CA-1718,"Santa Clara County, CA"
61866,Clackamas County Total Migration-US and Foreign,OR,Clackamas County,OR,26748,1068186,1068186000,1718,2017,2018,inflow,Clackamas County total migration-1718,"Clackamas County Total Migration-US and Foreign, OR"
61872,Multnomah County,OR,Clackamas County,OR,9734,351923,351923000,1718,2017,2018,inflow,Clackamas County-Multnomah County-OR-1718,"Multnomah County, OR"
61873,Washington County,OR,Clackamas County,OR,3803,168550,168550000,1718,2017,2018,inflow,Clackamas County-Washington County-OR-1718,"Washington County, OR"
61874,Marion County,OR,Clackamas County,OR,1233,38326,38326000,1718,2017,2018,inflow,Clackamas County-Marion County-OR-1718,"Marion County, OR"
61875,Clark County,WA,Clackamas County,OR,1122,39046,39046000,1718,2017,2018,inflow,Clackamas County-Clark County-WA-1718,"Clark County, WA"
61876,Los Angeles County,CA,Clackamas County,OR,457,21790,21790000,1718,2017,2018,inflow,Clackamas County-Los Angeles County-CA-1718,"Los Angeles County, CA"
61877,Lane County,OR,Clackamas County,OR,349,14240,14240000,1718,2017,2018,inflow,Clackamas County-Lane County-OR-1718,"Lane County, OR"
61878,Yamhill County,OR,Clackamas County,OR,342,12515,12515000,1718,2017,2018,inflow,Clackamas County-Yamhill County-OR-1718,"Yamhill County, OR"
61879,King County,WA,Clackamas County,OR,339,18134,18134000,1718,2017,2018,inflow,Clackamas County-King County-WA-1718,"King County, WA"
61880,Deschutes County,OR,Clackamas County,OR,277,9679,9679000,1718,2017,2018,inflow,Clackamas County-Deschutes County-OR-1718,"Deschutes County, OR"
61881,Maricopa County,AZ,Clackamas County,OR,253,10220,10220000,1718,2017,2018,inflow,Clackamas County-Maricopa County-AZ-1718,"Maricopa County, AZ"
61882,Benton County,OR,Clackamas County,OR,170,7245,7245000,1718,2017,2018,inflow,Clackamas County-Benton County-OR-1718,"Benton County, OR"
61883,San Diego County,CA,Clackamas County,OR,241,11181,11181000,1718,2017,2018,inflow,Clackamas County-San Diego County-CA-1718,"San Diego County, CA"
61884,Santa Clara County,CA,Clackamas County,OR,258,21913,21913000,1718,2017,2018,inflow,Clackamas County-Santa Clara County-CA-1718,"Santa Clara County, CA"
61885,Orange County,CA,Clackamas County,OR,198,9759,9759000,1718,2017,2018,inflow,Clackamas County-Orange County-CA-1718,"Orange County, CA"
61886,Polk County,OR,Clackamas County,OR,171,5729,5729000,1718,2017,2018,inflow,Clackamas County-Polk County-OR-1718,"Polk County, OR"
61887,Alameda County,CA,Clackamas County,OR,176,13236,13236000,1718,2017,2018,inflow,Clackamas County-Alameda County-CA-1718,"Alameda County, CA"
61888,Jackson County,OR,Clackamas County,OR,145,4764,4764000,1718,2017,2018,inflow,Clackamas County-Jackson County-OR-1718,"Jackson County, OR"
61889,Linn County,OR,Clackamas County,OR,141,4067,4067000,1718,2017,2018,inflow,Clackamas County-Linn County-OR-1718,"Linn County, OR"
61890,Columbia County,OR,Clackamas County,OR,135,3327,3327000,1718,2017,2018,inflow,Clackamas County-Columbia County-OR-1718,"Columbia County, OR"
61891,Riverside County,CA,Clackamas County,OR,146,5097,5097000,1718,2017,2018,inflow,Clackamas County-Riverside County-CA-1718,"Riverside County, CA"
61892,Clark County,NV,Clackamas County,OR,133,4346,4346000,1718,2017,2018,inflow,Clackamas County-Clark County-NV-1718,"Clark County, NV"
61893,Honolulu County,HI,Clackamas County,OR,123,4694,4694000,1718,2017,2018,inflow,Clackamas County-Honolulu County-HI-1718,"Honolulu County, HI"
61894,Pierce County,WA,Clackamas County,OR,106,4584,4584000,1718,2017,2018,inflow,Clackamas County-Pierce County-WA-1718,"Pierce County, WA"
61895,Contra Costa County,CA,Clackamas County,OR,117,9816,9816000,1718,2017,2018,inflow,Clackamas County-Contra Costa County-CA-1718,"Contra Costa County, CA"
61896,Clatsop County,OR,Clackamas County,OR,80,2961,2961000,1718,2017,2018,inflow,Clackamas County-Clatsop County-OR-1718,"Clatsop County, OR"
61897,Snohomish County,WA,Clackamas County,OR,110,4217,4217000,1718,2017,2018,inflow,Clackamas County-Snohomish County-WA-1718,"Snohomish County, WA"
61898,Ada County,ID,Clackamas County,OR,99,3238,3238000,1718,2017,2018,inflow,Clackamas County-Ada County-ID-1718,"Ada County, ID"
61899,Salt Lake County,UT,Clackamas County,OR,97,3263,3263000,1718,2017,2018,inflow,Clackamas County-Salt Lake County-UT-1718,"Salt Lake County, UT"
61900,Lincoln County,OR,Clackamas County,OR,88,2887,2887000,1718,2017,2018,inflow,Clackamas County-Lincoln County-OR-1718,"Lincoln County, OR"
61901,San Bernardino County,CA,Clackamas County,OR,90,3006,3006000,1718,2017,2018,inflow,Clackamas County-San Bernardino County-CA-1718,"San Bernardino County, CA"
61902,San Francisco County,CA,Clackamas County,OR,77,6143,6143000,1718,2017,2018,inflow,Clackamas County-San Francisco County-CA-1718,"San Francisco County, CA"
61903,Sacramento County,CA,Clackamas County,OR,84,3130,3130000,1718,2017,2018,inflow,Clackamas County-Sacramento County-CA-1718,"Sacramento County, CA"
61904,Spokane County,WA,Clackamas County,OR,74,2257,2257000,1718,2017,2018,inflow,Clackamas County-Spokane County-WA-1718,"Spokane County, WA"
61905,San Mateo County,CA,Clackamas County,OR,83,5913,5913000,1718,2017,2018,inflow,Clackamas County-San Mateo County-CA-1718,"San Mateo County, CA"
61906,Ventura County,CA,Clackamas County,OR,80,3760,3760000,1718,2017,2018,inflow,Clackamas County-Ventura County-CA-1718,"Ventura County, CA"
61907,Douglas County,OR,Clackamas County,OR,74,3009,3009000,1718,2017,2018,inflow,Clackamas County-Douglas County-OR-1718,"Douglas County, OR"
61908,Cowlitz County,WA,Clackamas County,OR,67,1632,1632000,1718,2017,2018,inflow,Clackamas County-Cowlitz County-WA-1718,"Cowlitz County, WA"
61909,Washoe County,NV,Clackamas County,OR,64,1889,1889000,1718,2017,2018,inflow,Clackamas County-Washoe County-NV-1718,"Washoe County, NV"
61910,Thurston County,WA,Clackamas County,OR,67,2839,2839000,1718,2017,2018,inflow,Clackamas County-Thurston County-WA-1718,"Thurston County, WA"
61911,Hood River County,OR,Clackamas County,OR,60,1565,1565000,1718,2017,2018,inflow,Clackamas County-Hood River County-OR-1718,"Hood River County, OR"
61912,Coos County,OR,Clackamas County,OR,51,1519,1519000,1718,2017,2018,inflow,Clackamas County-Coos County-OR-1718,"Coos County, OR"
61913,Josephine County,OR,Clackamas County,OR,58,1278,1278000,1718,2017,2018,inflow,Clackamas County-Josephine County-OR-1718,"Josephine County, OR"
61914,Wasco County,OR,Clackamas County,OR,50,915,915000,1718,2017,2018,inflow,Clackamas County-Wasco County-OR-1718,"Wasco County, OR"
61915,Tillamook County,OR,Clackamas County,OR,49,1431,1431000,1718,2017,2018,inflow,Clackamas County-Tillamook County-OR-1718,"Tillamook County, OR"
61916,Dallas County,TX,Clackamas County,OR,56,3047,3047000,1718,2017,2018,inflow,Clackamas County-Dallas County-TX-1718,"Dallas County, TX"
61917,Harris County,TX,Clackamas County,OR,55,3310,3310000,1718,2017,2018,inflow,Clackamas County-Harris County-TX-1718,"Harris County, TX"
61918,Cook County,IL,Clackamas County,OR,52,3458,3458000,1718,2017,2018,inflow,Clackamas County-Cook County-IL-1718,"Cook County, IL"
61919,Travis County,TX,Clackamas County,OR,45,1977,1977000,1718,2017,2018,inflow,Clackamas County-Travis County-TX-1718,"Travis County, TX"
61921,Pima County,AZ,Clackamas County,OR,33,1161,1161000,1718,2017,2018,inflow,Clackamas County-Pima County-AZ-1718,"Pima County, AZ"
61922,Denver County,CO,Clackamas County,OR,35,2182,2182000,1718,2017,2018,inflow,Clackamas County-Denver County-CO-1718,"Denver County, CO"
61923,Benton County,WA,Clackamas County,OR,43,2320,2320000,1718,2017,2018,inflow,Clackamas County-Benton County-WA-1718,"Benton County, WA"
61924,Marin County,CA,Clackamas County,OR,42,1868,1868000,1718,2017,2018,inflow,Clackamas County-Marin County-CA-1718,"Marin County, CA"
61925,El Paso County,CO,Clackamas County,OR,50,1160,1160000,1718,2017,2018,inflow,Clackamas County-El Paso County-CO-1718,"El Paso County, CO"
61926,Arapahoe County,CO,Clackamas County,OR,42,1446,1446000,1718,2017,2018,inflow,Clackamas County-Arapahoe County-CO-1718,"Arapahoe County, CO"
61927,Jefferson County,OR,Clackamas County,OR,42,1021,1021000,1718,2017,2018,inflow,Clackamas County-Jefferson County-OR-1718,"Jefferson County, OR"
61928,Anchorage Municipality,AK,Clackamas County,OR,32,1578,1578000,1718,2017,2018,inflow,Clackamas County-Anchorage Municipality-AK-1718,"Anchorage Municipality, AK"
61929,Butte County,CA,Clackamas County,OR,36,1196,1196000,1718,2017,2018,inflow,Clackamas County-Butte County-CA-1718,"Butte County, CA"
61930,Sonoma County,CA,Clackamas County,OR,44,1861,1861000,1718,2017,2018,inflow,Clackamas County-Sonoma County-CA-1718,"Sonoma County, CA"
61931,Orange County,FL,Clackamas County,OR,40,963,963000,1718,2017,2018,inflow,Clackamas County-Orange County-FL-1718,"Orange County, FL"
61932,Oakland County,MI,Clackamas County,OR,37,1889,1889000,1718,2017,2018,inflow,Clackamas County-Oakland County-MI-1718,"Oakland County, MI"
61933,Fresno County,CA,Clackamas County,OR,37,1033,1033000,1718,2017,2018,inflow,Clackamas County-Fresno County-CA-1718,"Fresno County, CA"
61934,Kitsap County,WA,Clackamas County,OR,34,1305,1305000,1718,2017,2018,inflow,Clackamas County-Kitsap County-WA-1718,"Kitsap County, WA"
61942,Clatsop County Total Migration-US and Foreign,OR,Clatsop County,OR,2646,77114,77114000,1718,2017,2018,inflow,Clatsop County total migration-1718,"Clatsop County Total Migration-US and Foreign, OR"
61948,Multnomah County,OR,Clatsop County,OR,270,9223,9223000,1718,2017,2018,inflow,Clatsop County-Multnomah County-OR-1718,"Multnomah County, OR"
61949,Washington County,OR,Clatsop County,OR,207,7937,7937000,1718,2017,2018,inflow,Clatsop County-Washington County-OR-1718,"Washington County, OR"
61950,Clackamas County,OR,Clatsop County,OR,123,4089,4089000,1718,2017,2018,inflow,Clatsop County-Clackamas County-OR-1718,"Clackamas County, OR"
61951,Columbia County,OR,Clatsop County,OR,99,2191,2191000,1718,2017,2018,inflow,Clatsop County-Columbia County-OR-1718,"Columbia County, OR"
61952,Pacific County,WA,Clatsop County,OR,74,1987,1987000,1718,2017,2018,inflow,Clatsop County-Pacific County-WA-1718,"Pacific County, WA"
61953,King County,WA,Clatsop County,OR,63,2952,2952000,1718,2017,2018,inflow,Clatsop County-King County-WA-1718,"King County, WA"
61954,Cowlitz County,WA,Clatsop County,OR,55,1129,1129000,1718,2017,2018,inflow,Clatsop County-Cowlitz County-WA-1718,"Cowlitz County, WA"
61955,Tillamook County,OR,Clatsop County,OR,51,1076,1076000,1718,2017,2018,inflow,Clatsop County-Tillamook County-OR-1718,"Tillamook County, OR"
61956,Deschutes County,OR,Clatsop County,OR,45,1109,1109000,1718,2017,2018,inflow,Clatsop County-Deschutes County-OR-1718,"Deschutes County, OR"
61957,Clark County,WA,Clatsop County,OR,51,1866,1866000,1718,2017,2018,inflow,Clatsop County-Clark County-WA-1718,"Clark County, WA"
61958,Lane County,OR,Clatsop County,OR,48,1174,1174000,1718,2017,2018,inflow,Clatsop County-Lane County-OR-1718,"Lane County, OR"
61959,Maricopa County,AZ,Clatsop County,OR,42,1392,1392000,1718,2017,2018,inflow,Clatsop County-Maricopa County-AZ-1718,"Maricopa County, AZ"
61960,Los Angeles County,CA,Clatsop County,OR,44,996,996000,1718,2017,2018,inflow,Clatsop County-Los Angeles County-CA-1718,"Los Angeles County, CA"
61961,Pierce County,WA,Clatsop County,OR,39,1123,1123000,1718,2017,2018,inflow,Clatsop County-Pierce County-WA-1718,"Pierce County, WA"
61962,San Diego County,CA,Clatsop County,OR,34,1122,1122000,1718,2017,2018,inflow,Clatsop County-San Diego County-CA-1718,"San Diego County, CA"
61970,Columbia County Total Migration-US and Foreign,OR,Columbia County,OR,3052,87082,87082000,1718,2017,2018,inflow,Columbia County total migration-1718,"Columbia County Total Migration-US and Foreign, OR"
61976,Washington County,OR,Columbia County,OR,883,27582,27582000,1718,2017,2018,inflow,Columbia County-Washington County-OR-1718,"Washington County, OR"
61977,Multnomah County,OR,Columbia County,OR,638,21080,21080000,1718,2017,2018,inflow,Columbia County-Multnomah County-OR-1718,"Multnomah County, OR"
61978,Clackamas County,OR,Columbia County,OR,170,5916,5916000,1718,2017,2018,inflow,Columbia County-Clackamas County-OR-1718,"Clackamas County, OR"
61979,Cowlitz County,WA,Columbia County,OR,172,3312,3312000,1718,2017,2018,inflow,Columbia County-Cowlitz County-WA-1718,"Cowlitz County, WA"
61980,Clark County,WA,Columbia County,OR,113,3072,3072000,1718,2017,2018,inflow,Columbia County-Clark County-WA-1718,"Clark County, WA"
61981,Clatsop County,OR,Columbia County,OR,69,1157,1157000,1718,2017,2018,inflow,Columbia County-Clatsop County-OR-1718,"Clatsop County, OR"
61982,Lane County,OR,Columbia County,OR,48,1389,1389000,1718,2017,2018,inflow,Columbia County-Lane County-OR-1718,"Lane County, OR"
61990,Coos County Total Migration-US and Foreign,OR,Coos County,OR,3405,89355,89355000,1718,2017,2018,inflow,Coos County total migration-1718,"Coos County Total Migration-US and Foreign, OR"
61996,Lane County,OR,Coos County,OR,223,4803,4803000,1718,2017,2018,inflow,Coos County-Lane County-OR-1718,"Lane County, OR"
61997,Douglas County,OR,Coos County,OR,179,3114,3114000,1718,2017,2018,inflow,Coos County-Douglas County-OR-1718,"Douglas County, OR"
61998,Jackson County,OR,Coos County,OR,134,2453,2453000,1718,2017,2018,inflow,Coos County-Jackson County-OR-1718,"Jackson County, OR"
61999,Multnomah County,OR,Coos County,OR,83,2570,2570000,1718,2017,2018,inflow,Coos County-Multnomah County-OR-1718,"Multnomah County, OR"
62000,Curry County,OR,Coos County,OR,67,1687,1687000,1718,2017,2018,inflow,Coos County-Curry County-OR-1718,"Curry County, OR"
62001,Deschutes County,OR,Coos County,OR,65,1327,1327000,1718,2017,2018,inflow,Coos County-Deschutes County-OR-1718,"Deschutes County, OR"
62002,Maricopa County,AZ,Coos County,OR,57,1635,1635000,1718,2017,2018,inflow,Coos County-Maricopa County-AZ-1718,"Maricopa County, AZ"
62003,Los Angeles County,CA,Coos County,OR,49,2150,2150000,1718,2017,2018,inflow,Coos County-Los Angeles County-CA-1718,"Los Angeles County, CA"
62004,Sacramento County,CA,Coos County,OR,48,1607,1607000,1718,2017,2018,inflow,Coos County-Sacramento County-CA-1718,"Sacramento County, CA"
62005,Washington County,OR,Coos County,OR,54,1611,1611000,1718,2017,2018,inflow,Coos County-Washington County-OR-1718,"Washington County, OR"
62006,Clackamas County,OR,Coos County,OR,51,1390,1390000,1718,2017,2018,inflow,Coos County-Clackamas County-OR-1718,"Clackamas County, OR"
62007,Shasta County,CA,Coos County,OR,44,1540,1540000,1718,2017,2018,inflow,Coos County-Shasta County-CA-1718,"Shasta County, CA"
62008,Klamath County,OR,Coos County,OR,55,1140,1140000,1718,2017,2018,inflow,Coos County-Klamath County-OR-1718,"Klamath County, OR"
62009,Clark County,NV,Coos County,OR,40,1310,1310000,1718,2017,2018,inflow,Coos County-Clark County-NV-1718,"Clark County, NV"
62010,Josephine County,OR,Coos County,OR,46,1131,1131000,1718,2017,2018,inflow,Coos County-Josephine County-OR-1718,"Josephine County, OR"
62011,Marion County,OR,Coos County,OR,33,715,715000,1718,2017,2018,inflow,Coos County-Marion County-OR-1718,"Marion County, OR"
62012,King County,WA,Coos County,OR,28,1099,1099000,1718,2017,2018,inflow,Coos County-King County-WA-1718,"King County, WA"
62020,Crook County Total Migration-US and Foreign,OR,Crook County,OR,1822,59271,59271000,1718,2017,2018,inflow,Crook County total migration-1718,"Crook County Total Migration-US and Foreign, OR"
62026,Deschutes County,OR,Crook County,OR,629,18255,18255000,1718,2017,2018,inflow,Crook County-Deschutes County-OR-1718,"Deschutes County, OR"
62027,Clackamas County,OR,Crook County,OR,108,5199,5199000,1718,2017,2018,inflow,Crook County-Clackamas County-OR-1718,"Clackamas County, OR"
62028,Jefferson County,OR,Crook County,OR,96,2456,2456000,1718,2017,2018,inflow,Crook County-Jefferson County-OR-1718,"Jefferson County, OR"
62029,Marion County,OR,Crook County,OR,65,1539,1539000,1718,2017,2018,inflow,Crook County-Marion County-OR-1718,"Marion County, OR"
62030,Multnomah County,OR,Crook County,OR,51,2213,2213000,1718,2017,2018,inflow,Crook County-Multnomah County-OR-1718,"Multnomah County, OR"
62031,Washington County,OR,Crook County,OR,67,4919,4919000,1718,2017,2018,inflow,Crook County-Washington County-OR-1718,"Washington County, OR"
62032,Lane County,OR,Crook County,OR,65,1944,1944000,1718,2017,2018,inflow,Crook County-Lane County-OR-1718,"Lane County, OR"
62040,Curry County Total Migration-US and Foreign,OR,Curry County,OR,1622,50851,50851000,1718,2017,2018,inflow,Curry County total migration-1718,"Curry County Total Migration-US and Foreign, OR"
62046,Jackson County,OR,Curry County,OR,87,2390,2390000,1718,2017,2018,inflow,Curry County-Jackson County-OR-1718,"Jackson County, OR"
62047,Del Norte County,CA,Curry County,OR,81,1622,1622000,1718,2017,2018,inflow,Curry County-Del Norte County-CA-1718,"Del Norte County, CA"
62048,Coos County,OR,Curry County,OR,66,1613,1613000,1718,2017,2018,inflow,Curry County-Coos County-OR-1718,"Coos County, OR"
62049,Los Angeles County,CA,Curry County,OR,47,2819,2819000,1718,2017,2018,inflow,Curry County-Los Angeles County-CA-1718,"Los Angeles County, CA"
62050,Josephine County,OR,Curry County,OR,55,1164,1164000,1718,2017,2018,inflow,Curry County-Josephine County-OR-1718,"Josephine County, OR"
62051,Deschutes County,OR,Curry County,OR,36,907,907000,1718,2017,2018,inflow,Curry County-Deschutes County-OR-1718,"Deschutes County, OR"
62059,Deschutes County Total Migration-US and Foreign,OR,Deschutes County,OR,13354,662369,662369000,1718,2017,2018,inflow,Deschutes County total migration-1718,"Deschutes County Total Migration-US and Foreign, OR"
62065,Multnomah County,OR,Deschutes County,OR,732,39799,39799000,1718,2017,2018,inflow,Deschutes County-Multnomah County-OR-1718,"Multnomah County, OR"
62066,Washington County,OR,Deschutes County,OR,583,31295,31295000,1718,2017,2018,inflow,Deschutes County-Washington County-OR-1718,"Washington County, OR"
62067,Lane County,OR,Deschutes County,OR,472,16945,16945000,1718,2017,2018,inflow,Deschutes County-Lane County-OR-1718,"Lane County, OR"
62068,Clackamas County,OR,Deschutes County,OR,532,22748,22748000,1718,2017,2018,inflow,Deschutes County-Clackamas County-OR-1718,"Clackamas County, OR"
62069,King County,WA,Deschutes County,OR,415,35415,35415000,1718,2017,2018,inflow,Deschutes County-King County-WA-1718,"King County, WA"
62070,Crook County,OR,Deschutes County,OR,380,9969,9969000,1718,2017,2018,inflow,Deschutes County-Crook County-OR-1718,"Crook County, OR"
62071,Jefferson County,OR,Deschutes County,OR,358,6894,6894000,1718,2017,2018,inflow,Deschutes County-Jefferson County-OR-1718,"Jefferson County, OR"
62072,Marion County,OR,Deschutes County,OR,360,12887,12887000,1718,2017,2018,inflow,Deschutes County-Marion County-OR-1718,"Marion County, OR"
62073,Los Angeles County,CA,Deschutes County,OR,329,16233,16233000,1718,2017,2018,inflow,Deschutes County-Los Angeles County-CA-1718,"Los Angeles County, CA"
62074,San Diego County,CA,Deschutes County,OR,309,16670,16670000,1718,2017,2018,inflow,Deschutes County-San Diego County-CA-1718,"San Diego County, CA"
62075,Orange County,CA,Deschutes County,OR,272,23151,23151000,1718,2017,2018,inflow,Deschutes County-Orange County-CA-1718,"Orange County, CA"
62076,Clark County,WA,Deschutes County,OR,249,15019,15019000,1718,2017,2018,inflow,Deschutes County-Clark County-WA-1718,"Clark County, WA"
62077,Maricopa County,AZ,Deschutes County,OR,210,7943,7943000,1718,2017,2018,inflow,Deschutes County-Maricopa County-AZ-1718,"Maricopa County, AZ"
62078,Jackson County,OR,Deschutes County,OR,207,8855,8855000,1718,2017,2018,inflow,Deschutes County-Jackson County-OR-1718,"Jackson County, OR"
62079,Benton County,OR,Deschutes County,OR,171,9663,9663000,1718,2017,2018,inflow,Deschutes County-Benton County-OR-1718,"Benton County, OR"
62080,Santa Clara County,CA,Deschutes County,OR,197,17515,17515000,1718,2017,2018,inflow,Deschutes County-Santa Clara County-CA-1718,"Santa Clara County, CA"
62081,Linn County,OR,Deschutes County,OR,171,5578,5578000,1718,2017,2018,inflow,Deschutes County-Linn County-OR-1718,"Linn County, OR"
62082,Klamath County,OR,Deschutes County,OR,152,3551,3551000,1718,2017,2018,inflow,Deschutes County-Klamath County-OR-1718,"Klamath County, OR"
62083,Riverside County,CA,Deschutes County,OR,156,5817,5817000,1718,2017,2018,inflow,Deschutes County-Riverside County-CA-1718,"Riverside County, CA"
62084,Contra Costa County,CA,Deschutes County,OR,130,10041,10041000,1718,2017,2018,inflow,Deschutes County-Contra Costa County-CA-1718,"Contra Costa County, CA"
62085,Clark County,NV,Deschutes County,OR,140,4759,4759000,1718,2017,2018,inflow,Deschutes County-Clark County-NV-1718,"Clark County, NV"
62086,Douglas County,OR,Deschutes County,OR,124,3745,3745000,1718,2017,2018,inflow,Deschutes County-Douglas County-OR-1718,"Douglas County, OR"
62087,Yamhill County,OR,Deschutes County,OR,133,5397,5397000,1718,2017,2018,inflow,Deschutes County-Yamhill County-OR-1718,"Yamhill County, OR"
62088,Alameda County,CA,Deschutes County,OR,144,10371,10371000,1718,2017,2018,inflow,Deschutes County-Alameda County-CA-1718,"Alameda County, CA"
62089,Sonoma County,CA,Deschutes County,OR,119,4784,4784000,1718,2017,2018,inflow,Deschutes County-Sonoma County-CA-1718,"Sonoma County, CA"
62090,Polk County,OR,Deschutes County,OR,107,2970,2970000,1718,2017,2018,inflow,Deschutes County-Polk County-OR-1718,"Polk County, OR"
62091,Pierce County,WA,Deschutes County,OR,110,6218,6218000,1718,2017,2018,inflow,Deschutes County-Pierce County-WA-1718,"Pierce County, WA"
62092,San Mateo County,CA,Deschutes County,OR,108,9487,9487000,1718,2017,2018,inflow,Deschutes County-San Mateo County-CA-1718,"San Mateo County, CA"
62093,Ventura County,CA,Deschutes County,OR,99,3877,3877000,1718,2017,2018,inflow,Deschutes County-Ventura County-CA-1718,"Ventura County, CA"
62094,Snohomish County,WA,Deschutes County,OR,92,4577,4577000,1718,2017,2018,inflow,Deschutes County-Snohomish County-WA-1718,"Snohomish County, WA"
62095,Ada County,ID,Deschutes County,OR,106,3660,3660000,1718,2017,2018,inflow,Deschutes County-Ada County-ID-1718,"Ada County, ID"
62096,San Bernardino County,CA,Deschutes County,OR,98,3032,3032000,1718,2017,2018,inflow,Deschutes County-San Bernardino County-CA-1718,"San Bernardino County, CA"
62097,Lincoln County,OR,Deschutes County,OR,70,2275,2275000,1718,2017,2018,inflow,Deschutes County-Lincoln County-OR-1718,"Lincoln County, OR"
62098,Sacramento County,CA,Deschutes County,OR,80,4043,4043000,1718,2017,2018,inflow,Deschutes County-Sacramento County-CA-1718,"Sacramento County, CA"
62099,Anchorage Municipality,AK,Deschutes County,OR,95,5378,5378000,1718,2017,2018,inflow,Deschutes County-Anchorage Municipality-AK-1718,"Anchorage Municipality, AK"
62100,Denver County,CO,Deschutes County,OR,54,3313,3313000,1718,2017,2018,inflow,Deschutes County-Denver County-CO-1718,"Denver County, CO"
62101,Santa Cruz County,CA,Deschutes County,OR,60,3082,3082000,1718,2017,2018,inflow,Deschutes County-Santa Cruz County-CA-1718,"Santa Cruz County, CA"
62102,Clatsop County,OR,Deschutes County,OR,68,2523,2523000,1718,2017,2018,inflow,Deschutes County-Clatsop County-OR-1718,"Clatsop County, OR"
62103,Placer County,CA,Deschutes County,OR,55,2139,2139000,1718,2017,2018,inflow,Deschutes County-Placer County-CA-1718,"Placer County, CA"
62104,Josephine County,OR,Deschutes County,OR,54,1252,1252000,1718,2017,2018,inflow,Deschutes County-Josephine County-OR-1718,"Josephine County, OR"
62105,Santa Barbara County,CA,Deschutes County,OR,74,2815,2815000,1718,2017,2018,inflow,Deschutes County-Santa Barbara County-CA-1718,"Santa Barbara County, CA"
62106,Travis County,TX,Deschutes County,OR,59,3139,3139000,1718,2017,2018,inflow,Deschutes County-Travis County-TX-1718,"Travis County, TX"
